month,year,node,flow,value,side,category,key,price
3,2016,RSA,-2109,-230833.73000000004,supply,morning,2016-03-01RSAmorningsupply,109.45174490279756
3,2016,RSA,-19795,-1046827.8199999997,supply,off,2016-03-01RSAoffsupply,52.883446324829485
3,2016,RSA,-7531,-813979.87,supply,standard,2016-03-01RSAstandardsupply,108.08390253618377
3,2016,ZAMC,581,80467.15999999999,consume,evening,2016-03-01ZAMCeveningconsume,138.4976936316695
3,2016,ZAMC,923,107637.86,consume,morning,2016-03-01ZAMCmorningconsume,116.61739978331528
3,2016,ZAMC,15784,833018.0700000005,consume,off,2016-03-01ZAMCoffconsume,52.776106817029934
3,2016,ZAMC,3107,317948.1400000002,consume,standard,2016-03-01ZAMCstandardconsume,102.3328419697458
3,2016,ZAMZ,552,54929.98,consume,evening,2016-03-01ZAMZeveningconsume,99.51083333333334
3,2016,ZAMZ,1775,185383.37,consume,morning,2016-03-01ZAMZmorningconsume,104.4413352112676
3,2016,ZAMZ,23153,1332678.7000000011,consume,off,2016-03-01ZAMZoffconsume,57.55965533624157
3,2016,ZAMZ,8362,868302.2999999996,consume,standard,2016-03-01ZAMZstandardconsume,103.83906960057398
3,2016,ZIM,209,15795.880000000001,consume,evening,2016-03-01ZIMeveningconsume,75.57837320574163
3,2016,ZIM,20,1278.1999999999953,consume,morning,2016-03-01ZIMmorningconsume,63.90999999999976
3,2016,ZIM,-1,-106.13000000000102,supply,morning,2016-03-01ZIMmorningsupply,106.13000000000102
3,2016,ZIM,109,7781.07000000004,consume,off,2016-03-01ZIMoffconsume,71.38596330275266
3,2016,ZIM,-4,-205.5500000000029,supply,off,2016-03-01ZIMoffsupply,51.38750000000073
3,2016,ZIM,218,17648.69999999999,consume,standard,2016-03-01ZIMstandardconsume,80.95733944954124
3,2016,ZIM,-1,-120.05999999999949,supply,standard,2016-03-01ZIMstandardsupply,120.05999999999949
4,2016,HCB,-330,-35756.82,supply,morning,2016-04-01HCBmorningsupply,108.354
4,2016,HCB,-8591,-526168.64,supply,off,2016-04-01HCBoffsupply,61.246495169363286
4,2016,HCB,-1641,-149919.16999999993,supply,standard,2016-04-01HCBstandardsupply,91.35842169408892
4,2016,MOZ,-3982,-219565.35000000006,supply,off,2016-04-01MOZoffsupply,55.13946509291815
4,2016,MOZ,-179,-19998.39,supply,standard,2016-04-01MOZstandardsupply,111.72284916201117
4,2016,NAM,-238,-23305.489999999998,supply,morning,2016-04-01NAMmorningsupply,97.92222689075629
4,2016,NAM,-2292,-104904.74,supply,off,2016-04-01NAMoffsupply,45.76995636998255
4,2016,NAM,-263,-17320.719999999998,supply,standard,2016-04-01NAMstandardsupply,65.85825095057034
4,2016,RSA,-166,-22982.51,supply,evening,2016-04-01RSAeveningsupply,138.44885542168674
4,2016,RSA,-776,-91841.53000000001,supply,morning,2016-04-01RSAmorningsupply,118.35248711340208
4,2016,RSA,2,63.959999999999525,consume,off,2016-04-01RSAoffconsume,31.979999999999762
4,2016,RSA,-9111,-502244.31,supply,off,2016-04-01RSAoffsupply,55.12504774448469
4,2016,RSA,-1676,-191153.51999999996,supply,standard,2016-04-01RSAstandardsupply,114.05341288782815
4,2016,ZAMC,166,22982.51,consume,evening,2016-04-01ZAMCeveningconsume,138.44885542168674
4,2016,ZAMC,424,46711.21999999999,consume,morning,2016-04-01ZAMCmorningconsume,110.16797169811318
4,2016,ZAMC,13352,682982.4200000004,consume,off,2016-04-01ZAMCoffconsume,51.15206860395449
4,2016,ZAMC,1327,129877.61000000006,consume,standard,2016-04-01ZAMCstandardconsume,97.87310474755091
4,2016,ZAMZ,804,90832.70000000001,consume,morning,2016-04-01ZAMZmorningconsume,112.97599502487563
4,2016,ZAMZ,9222,579018.54,consume,off,2016-04-01ZAMZoffconsume,62.786655823031886
4,2016,ZAMZ,2273,237738.1800000001,consume,standard,2016-04-01ZAMZstandardconsume,104.59224813022442
4,2016,ZIM,116,13359.919999999998,consume,morning,2016-04-01ZIMmorningconsume,115.17172413793102
4,2016,ZIM,1408,91203.68000000002,consume,off,2016-04-01ZIMoffconsume,64.77534090909093
4,2016,ZIM,-8,-385.55999999999835,supply,off,2016-04-01ZIMoffsupply,48.194999999999794
4,2016,ZIM,159,10776.009999999998,consume,standard,2016-04-01ZIMstandardconsume,67.77364779874213
5,2016,HCB,-43,-6812.339999999999,supply,evening,2016-05-01HCBeveningsupply,158.42651162790696
5,2016,HCB,-339,-36104.48,supply,morning,2016-05-01HCBmorningsupply,106.50289085545724
5,2016,HCB,-6614,-380729.5799999999,supply,off,2016-05-01HCBoffsupply,57.56419413365587
5,2016,HCB,-1219,-129598.58,supply,standard,2016-05-01HCBstandardsupply,106.3154881050041
5,2016,MOZ,-1,-113.04,supply,morning,2016-05-01MOZmorningsupply,113.04
5,2016,MOZ,-2101,-91368.78000000007,supply,off,2016-05-01MOZoffsupply,43.488234174202795
5,2016,MOZ,-199,-18740.86,supply,standard,2016-05-01MOZstandardsupply,94.17517587939699
5,2016,NAM,-7,-527.94,supply,evening,2016-05-01NAMeveningsupply,75.42
5,2016,NAM,-302,-23422.12,supply,morning,2016-05-01NAMmorningsupply,77.55668874172186
5,2016,NAM,279,14735.139999999998,consume,off,2016-05-01NAMoffconsume,52.81412186379927
5,2016,NAM,-2349,-65142.89000000001,supply,off,2016-05-01NAMoffsupply,27.732179650915285
5,2016,NAM,-459,-27039.55,supply,standard,2016-05-01NAMstandardsupply,58.909694989106754
5,2016,RSA,-108,-14730.750000000004,supply,evening,2016-05-01RSAeveningsupply,136.39583333333337
5,2016,RSA,83,4641.889999999999,consume,morning,2016-05-01RSAmorningconsume,55.92638554216867
5,2016,RSA,-302,-35973.490000000005,supply,morning,2016-05-01RSAmorningsupply,119.1175165562914
5,2016,RSA,0,-1.2789769243681803e-12,consume,off,2016-05-01RSAoffconsume,-Infinity
5,2016,RSA,-217,-11509.81,supply,off,2016-05-01RSAoffsupply,53.04059907834101
5,2016,RSA,86,3666.0299999999997,consume,standard,2016-05-01RSAstandardconsume,42.62825581395349
5,2016,RSA,-288,-36886.990000000005,supply,standard,2016-05-01RSAstandardsupply,128.0798263888889
5,2016,ZAMC,118,16667.429999999997,consume,evening,2016-05-01ZAMCeveningconsume,141.249406779661
5,2016,ZAMC,172,14189.020000000002,consume,morning,2016-05-01ZAMCmorningconsume,82.49430232558142
5,2016,ZAMC,6696,244193.24000000022,consume,off,2016-05-01ZAMCoffconsume,36.4685244922342
5,2016,ZAMC,1063,89640.91999999998,consume,standard,2016-05-01ZAMCstandardconsume,84.3282408278457
5,2016,ZAMZ,40,5403.6,consume,evening,2016-05-01ZAMZeveningconsume,135.09
5,2016,ZAMZ,506,57009.89,consume,morning,2016-05-01ZAMZmorningconsume,112.66776679841897
5,2016,ZAMZ,4304,267398.09999999986,consume,off,2016-05-01ZAMZoffconsume,62.12781133828993
5,2016,ZAMZ,869,108544.76999999999,consume,standard,2016-05-01ZAMZstandardconsume,124.90767548906788
5,2016,ZIM,0,4.547473508864641e-13,consume,evening,2016-05-01ZIMeveningconsume,Infinity
5,2016,ZIM,183,19772.33,consume,morning,2016-05-01ZIMmorningconsume,108.04551912568307
5,2016,ZIM,786,43608.850000000006,consume,off,2016-05-01ZIMoffconsume,55.48199745547075
5,2016,ZIM,-784,-21184.27,supply,off,2016-05-01ZIMoffsupply,27.020752551020408
5,2016,ZIM,147,10414.259999999997,consume,standard,2016-05-01ZIMstandardconsume,70.84530612244896
6,2016,HCB,-153,-24282.39,supply,evening,2016-06-01HCBeveningsupply,158.70843137254903
6,2016,HCB,-889,-109261.23,supply,morning,2016-06-01HCBmorningsupply,122.90352080989875
6,2016,HCB,-6813,-425885.72000000015,supply,off,2016-06-01HCBoffsupply,62.510747101130214
6,2016,HCB,-2957,-335042.62,supply,standard,2016-06-01HCBstandardsupply,113.30491038214406
6,2016,MOZ,-80,-10904.949999999999,supply,evening,2016-06-01MOZeveningsupply,136.311875
6,2016,MOZ,-296,-36761.90999999999,supply,morning,2016-06-01MOZmorningsupply,124.19564189189185
6,2016,MOZ,-1235,-75023.41,supply,off,2016-06-01MOZoffsupply,60.7477004048583
6,2016,MOZ,-1230,-140661.74000000002,supply,standard,2016-06-01MOZstandardsupply,114.35913821138213
6,2016,RSA,-151,-22236.4,supply,evening,2016-06-01RSAeveningsupply,147.2609271523179
6,2016,RSA,-633,-80132.71999999999,supply,morning,2016-06-01RSAmorningsupply,126.59197472353868
6,2016,RSA,-271,-20386.409999999996,supply,off,2016-06-01RSAoffsupply,75.22660516605164
6,2016,RSA,-497,-59081.36999999999,supply,standard,2016-06-01RSAstandardsupply,118.8759959758551
6,2016,ZAMC,327,49979.490000000005,consume,evening,2016-06-01ZAMCeveningconsume,152.8424770642202
6,2016,ZAMC,846,112903.79,consume,morning,2016-06-01ZAMCmorningconsume,133.45601654846334
6,2016,ZAMC,4383,258342.24000000014,consume,off,2016-06-01ZAMCoffconsume,58.94187542778921
6,2016,ZAMC,2243,238250.30999999997,consume,standard,2016-06-01ZAMCstandardconsume,106.21948729380293
6,2016,ZAMZ,57,7444.25,consume,evening,2016-06-01ZAMZeveningconsume,130.60087719298247
6,2016,ZAMZ,964,112389.79000000001,consume,morning,2016-06-01ZAMZmorningconsume,116.58691908713693
6,2016,ZAMZ,3916,261812.97999999995,consume,off,2016-06-01ZAMZoffconsume,66.85724719101123
6,2016,ZAMZ,2442,296640.99,consume,standard,2016-06-01ZAMZstandardconsume,121.47460687960688
6,2016,ZIM,9,1010.9000000000009,consume,morning,2016-06-01ZIMmorningconsume,112.32222222222232
6,2016,ZIM,-1,-148.61999999999898,supply,morning,2016-06-01ZIMmorningsupply,148.61999999999898
6,2016,ZIM,20,1140.3199999999902,consume,off,2016-06-01ZIMoffconsume,57.01599999999951
6,2016,ZIM,1,146.1800000000012,consume,standard,2016-06-01ZIMstandardconsume,146.1800000000012
6,2016,ZIM,-2,-251.75,supply,standard,2016-06-01ZIMstandardsupply,125.875
7,2016,BOT,-10,-1131.1999999999998,supply,morning,2016-07-01BOTmorningsupply,113.11999999999998
7,2016,BOT,-2906,-162000.81999999998,supply,off,2016-07-01BOToffsupply,55.747013076393664
7,2016,BOT,-120,-13741.849999999999,supply,standard,2016-07-01BOTstandardsupply,114.51541666666665
7,2016,HCB,-60,-10394.86,supply,evening,2016-07-01HCBeveningsupply,173.24766666666667
7,2016,HCB,-1286,-173809.71000000002,supply,morning,2016-07-01HCBmorningsupply,135.15529548989116
7,2016,HCB,-4279,-292934.3,supply,off,2016-07-01HCBoffsupply,68.45858845524656
7,2016,HCB,-2813,-329949.2100000002,supply,standard,2016-07-01HCBstandardsupply,117.29442232492008
7,2016,MOZ,51,10785.44,consume,evening,2016-07-01MOZeveningconsume,211.47921568627453
7,2016,MOZ,-293,-45802.53,supply,evening,2016-07-01MOZeveningsupply,156.32262798634812
7,2016,MOZ,-1193,-175934.06000000003,supply,morning,2016-07-01MOZmorningsupply,147.4719698239732
7,2016,MOZ,-8231,-482890.07000000007,supply,off,2016-07-01MOZoffsupply,58.66724213339814
7,2016,MOZ,31,4341.149999999999,consume,standard,2016-07-01MOZstandardconsume,140.03709677419351
7,2016,MOZ,-3532,-417894.16999999987,supply,standard,2016-07-01MOZstandardsupply,118.31658267270664
7,2016,RSA,224,37578.020000000004,consume,evening,2016-07-01RSAeveningconsume,167.75901785714288
7,2016,RSA,-324,-57469.63999999999,supply,evening,2016-07-01RSAeveningsupply,177.3754320987654
7,2016,RSA,1599,230414.45999999996,consume,morning,2016-07-01RSAmorningconsume,144.0990994371482
7,2016,RSA,-27,-3336.32,supply,morning,2016-07-01RSAmorningsupply,123.56740740740742
7,2016,RSA,1001,55476.33000000001,consume,off,2016-07-01RSAoffconsume,55.4209090909091
7,2016,RSA,-1302,-77858.02,supply,off,2016-07-01RSAoffsupply,59.798786482334876
7,2016,RSA,-451,-58868.439999999995,supply,standard,2016-07-01RSAstandardsupply,130.52869179600887
7,2016,ZAMC,345,57800.75999999998,consume,evening,2016-07-01ZAMCeveningconsume,167.53843478260865
7,2016,ZAMC,525,77175.81,consume,morning,2016-07-01ZAMCmorningconsume,147.00154285714285
7,2016,ZAMC,8203,468082.24000000017,consume,off,2016-07-01ZAMCoffconsume,57.06232354016825
7,2016,ZAMC,2796,320255.2999999999,consume,standard,2016-07-01ZAMCstandardconsume,114.540522174535
7,2016,ZAMZ,55,7152.25,consume,evening,2016-07-01ZAMZeveningconsume,130.04090909090908
7,2016,ZAMZ,398,47520.53,consume,morning,2016-07-01ZAMZmorningconsume,119.39831658291457
7,2016,ZAMZ,7512,492014.72000000003,consume,off,2016-07-01ZAMZoffconsume,65.49716719914804
7,2016,ZAMZ,3874,472141.3399999999,consume,standard,2016-07-01ZAMZstandardconsume,121.8743779039752
7,2016,ZIM,2,350.5600000000013,consume,evening,2016-07-01ZIMeveningconsume,175.28000000000065
7,2016,ZIM,1,162.51999999999407,consume,morning,2016-07-01ZIMmorningconsume,162.51999999999407
7,2016,ZIM,-7,-1062.0299999999986,supply,morning,2016-07-01ZIMmorningsupply,151.71857142857124
7,2016,ZIM,3,163.9699999999981,consume,off,2016-07-01ZIMoffconsume,54.656666666666034
7,2016,ZIM,-1,-54.05000000000291,supply,off,2016-07-01ZIMoffsupply,54.05000000000291
7,2016,ZIM,220,24368.6,consume,standard,2016-07-01ZIMstandardconsume,110.76636363636364
7,2016,ZIM,-5,-652.7200000000012,supply,standard,2016-07-01ZIMstandardsupply,130.54400000000024
8,2016,BOT,-2417,-117745.77999999998,supply,off,2016-08-01BOToffsupply,48.71567232105916
8,2016,BOT,-220,-24435.800000000003,supply,standard,2016-08-01BOTstandardsupply,111.0718181818182
8,2016,HCB,-576,-108826.04,supply,evening,2016-08-01HCBeveningsupply,188.93409722222222
8,2016,HCB,-1311,-217589.13,supply,morning,2016-08-01HCBmorningsupply,165.97187643020595
8,2016,HCB,-27386,-1532417.8800000004,supply,off,2016-08-01HCBoffsupply,55.956250639012644
8,2016,HCB,-7954,-971568.3799999991,supply,standard,2016-08-01HCBstandardsupply,122.14840080462649
8,2016,MOZ,-501,-75162.55,supply,evening,2016-08-01MOZeveningsupply,150.0250499001996
8,2016,MOZ,-1948,-308525.47000000003,supply,morning,2016-08-01MOZmorningsupply,158.3806314168378
8,2016,MOZ,-26029,-1172249.5999999999,supply,off,2016-08-01MOZoffsupply,45.03629029159783
8,2016,MOZ,-5704,-658759.4200000003,supply,standard,2016-08-01MOZstandardsupply,115.49078190743343
8,2016,NAM,-43,-7573.59,supply,morning,2016-08-01NAMmorningsupply,176.13
8,2016,NAM,1063,51542.92,consume,off,2016-08-01NAMoffconsume,48.48816556914393
8,2016,NAM,-45,-5203,supply,standard,2016-08-01NAMstandardsupply,115.62222222222222
8,2016,RSA,149,26863.760000000002,consume,evening,2016-08-01RSAeveningconsume,180.2936912751678
8,2016,RSA,-587,-108182.71000000002,supply,evening,2016-08-01RSAeveningsupply,184.29763202725727
8,2016,RSA,1648,279349.11000000004,consume,morning,2016-08-01RSAmorningconsume,169.5079550970874
8,2016,RSA,-171,-32192.690000000002,supply,morning,2016-08-01RSAmorningsupply,188.26134502923978
8,2016,RSA,-15855,-807155.0500000006,supply,off,2016-08-01RSAoffsupply,50.90854935351628
8,2016,RSA,16,2336.64,consume,standard,2016-08-01RSAstandardconsume,146.04
8,2016,RSA,-2855,-347068.4700000001,supply,standard,2016-08-01RSAstandardsupply,121.56513835376535
8,2016,ZAMC,1388,243012.54999999996,consume,evening,2016-08-01ZAMCeveningconsume,175.08108789625356
8,2016,ZAMC,1579,258654.44000000003,consume,morning,2016-08-01ZAMCmorningconsume,163.8090183660545
8,2016,ZAMC,41703,2045255.2099999993,consume,off,2016-08-01ZAMCoffconsume,49.04335923075077
8,2016,ZAMC,11519,1388080.149999998,consume,standard,2016-08-01ZAMCstandardconsume,120.50352895216582
8,2016,ZAMZ,125,21927.85,consume,evening,2016-08-01ZAMZeveningconsume,175.4228
8,2016,ZAMZ,244,27599.510000000002,consume,morning,2016-08-01ZAMZmorningconsume,113.11274590163936
8,2016,ZAMZ,28925,1533027.5700000003,consume,off,2016-08-01ZAMZoffconsume,53.00008885047538
8,2016,ZAMZ,5246,616989.3099999997,consume,standard,2016-08-01ZAMZstandardconsume,117.61138200533735
8,2016,ZIM,2,367.14000000000124,consume,evening,2016-08-01ZIMeveningconsume,183.57000000000062
8,2016,ZIM,4,640.5000000000001,consume,morning,2016-08-01ZIMmorningconsume,160.12500000000003
8,2016,ZIM,-2,-362.67999999999665,supply,morning,2016-08-01ZIMmorningsupply,181.33999999999833
8,2016,ZIM,6,587.4999999999842,consume,off,2016-08-01ZIMoffconsume,97.91666666666403
8,2016,ZIM,-10,-844.8900000000012,supply,off,2016-08-01ZIMoffsupply,84.48900000000012
8,2016,ZIM,2,253.34999999998172,consume,standard,2016-08-01ZIMstandardconsume,126.67499999999086
8,2016,ZIM,-5,-624.3799999999992,supply,standard,2016-08-01ZIMstandardsupply,124.87599999999983
9,2016,BOT,-342,-28703.27,supply,morning,2016-09-01BOTmorningsupply,83.92769005847953
9,2016,BOT,-3220,-124980.84999999999,supply,off,2016-09-01BOToffsupply,38.81392857142857
9,2016,BOT,-1122,-91341.51000000002,supply,standard,2016-09-01BOTstandardsupply,81.40954545454548
9,2016,HCB,-854,-157996.51999999996,supply,evening,2016-09-01HCBeveningsupply,185.0076346604215
9,2016,HCB,-636,-75304.75000000001,supply,morning,2016-09-01HCBmorningsupply,118.40369496855348
9,2016,HCB,-13196,-724442.0199999999,supply,off,2016-09-01HCBoffsupply,54.898607153682924
9,2016,HCB,-8013,-880926.6400000004,supply,standard,2016-09-01HCBstandardsupply,109.93718207912147
9,2016,MOZ,-20,-3266.6000000000004,supply,evening,2016-09-01MOZeveningsupply,163.33
9,2016,MOZ,-2372,-317098.55000000005,supply,morning,2016-09-01MOZmorningsupply,133.68404300168635
9,2016,MOZ,-31299,-1561038.98,supply,off,2016-09-01MOZoffsupply,49.87504329211796
9,2016,MOZ,-6833,-742935.7600000001,supply,standard,2016-09-01MOZstandardsupply,108.7276101273233
9,2016,NAM,11348,501151.14999999985,consume,off,2016-09-01NAMoffconsume,44.16206820585124
9,2016,NAM,248,26088.33,consume,standard,2016-09-01NAMstandardconsume,105.19487903225807
9,2016,RSA,-298,-56122.53000000001,supply,evening,2016-09-01RSAeveningsupply,188.33063758389267
9,2016,RSA,36,1220.3999999999999,consume,morning,2016-09-01RSAmorningconsume,33.9
9,2016,RSA,-1241,-149461.23,supply,morning,2016-09-01RSAmorningsupply,120.43612409347301
9,2016,RSA,370,22540.369999999995,consume,off,2016-09-01RSAoffconsume,60.91991891891891
9,2016,RSA,-5908,-308275.88,supply,off,2016-09-01RSAoffsupply,52.17939742721733
9,2016,RSA,3,331.74000000000035,consume,standard,2016-09-01RSAstandardconsume,110.58000000000011
9,2016,RSA,-3128,-372071.12000000005,supply,standard,2016-09-01RSAstandardsupply,118.94856777493608
9,2016,ZAMC,1171,217209.76999999996,consume,evening,2016-09-01ZAMCeveningconsume,185.49083689154565
9,2016,ZAMC,3644,466754.98,consume,morning,2016-09-01ZAMCmorningconsume,128.08863336992314
9,2016,ZAMC,33003,1670181.0799999996,consume,off,2016-09-01ZAMCoffconsume,50.606947247219935
9,2016,ZAMC,14506,1585588.2900000003,consume,standard,2016-09-01ZAMCstandardconsume,109.30568661243625
9,2016,ZAMZ,863,97371.57,consume,morning,2016-09-01ZAMZmorningconsume,112.82916570104288
9,2016,ZAMZ,8900,524773.5299999999,consume,off,2016-09-01ZAMZoffconsume,58.96331797752808
9,2016,ZAMZ,4318,473228.2300000001,consume,standard,2016-09-01ZAMZstandardconsume,109.59430986567858
9,2016,ZIM,3,552.5800000000072,consume,evening,2016-09-01ZIMeveningconsume,184.19333333333574
9,2016,ZIM,-2,-376.6999999999971,supply,evening,2016-09-01ZIMeveningsupply,188.34999999999854
9,2016,ZIM,51,5621.4799999999905,consume,morning,2016-09-01ZIMmorningconsume,110.2250980392155
9,2016,ZIM,-3,-400.630000000001,supply,morning,2016-09-01ZIMmorningsupply,133.54333333333366
9,2016,ZIM,2,91.5999999999737,consume,off,2016-09-01ZIMoffconsume,45.79999999998685
9,2016,ZIM,22,2151.500000000018,consume,standard,2016-09-01ZIMstandardconsume,97.79545454545537
9,2016,ZIM,-1,-113.05999999999949,supply,standard,2016-09-01ZIMstandardsupply,113.05999999999949
10,2016,BOT,-4,-479.62,supply,evening,2016-10-01BOTeveningsupply,119.905
10,2016,BOT,-1365,-114652.51000000001,supply,morning,2016-10-01BOTmorningsupply,83.99451282051282
