year_month,year,month,water_year,water_month,flow,volume
2011_2,2011,2,2010,5,2160.357028,5226.335722
2011_3,2011,3,2010,6,3595.491803,9630.165244
2011_4,2011,4,2010,7,4018.040926,10414.76208
2011_5,2011,5,2010,8,3961.10981,10609.43651
2011_6,2011,6,2010,9,2449.743599,6349.73541
2011_7,2011,7,2010,10,1231.112777,3297.412462
2011_8,2011,8,2010,11,659.8663611,1767.386062
2011_9,2011,9,2010,12,442.6721007,1147.406085
2011_10,2011,10,2011,1,323.1752148,865.5924953
2011_11,2011,11,2011,2,285.4302406,739.8351836
2011_12,2011,12,2011,3,465.9063388,1247.883538
2012_1,2012,1,2011,4,771.9573986,2067.610697
2012_2,2012,2,2011,5,1326.77602,3324.369995
2012_3,2012,3,2011,6,2077.308399,5563.862817
2012_4,2012,4,2011,7,2799.462482,7256.206754
2012_5,2012,5,2011,8,3136.129623,8399.809581
2012_6,2012,6,2011,9,1924.246345,4987.646526
2012_7,2012,7,2011,10,874.8814753,2343.282544
2012_8,2012,8,2011,11,506.8403748,1357.52126
2012_9,2012,9,2011,12,357.0573608,925.4926793
2012_10,2012,10,2012,1,266.552869,713.9352043
2012_11,2012,11,2012,2,271.0583694,702.5832934
2012_12,2012,12,2012,3,432.6157445,1158.71801
2013_1,2013,1,2012,4,919.6049698,2463.069951
2013_2,2013,2,2012,5,2413.786606,5839.432557
2013_3,2013,3,2012,6,3415.105419,9147.018355
2013_4,2013,4,2012,7,3000.80798,7778.094283
2013_5,2013,5,2012,8,2654.337364,7109.377197
2013_6,2013,6,2012,9,1457.709684,3778.383501
2013_7,2013,7,2012,10,694.3974732,1859.874192
2013_8,2013,8,2012,11,431.6802614,1156.212412
2013_9,2013,9,2012,12,316.5633649,820.5322418
2013_10,2013,10,2013,1,234.9458302,629.2789117
2013_11,2013,11,2013,2,226.6816317,587.5587894
2013_12,2013,12,2013,3,423.3334781,1133.856388
2014_1,2014,1,2013,4,837.7492493,2243.827589
2014_2,2014,2,2013,5,1182.164169,2859.891558
2014_3,2014,3,2013,6,1980.489634,5304.543436
2014_4,2014,4,2013,7,3160.47935,8191.962476
2014_5,2014,5,2013,8,3255.694659,8720.052574
2014_6,2014,6,2013,9,2497.261247,6472.901151
2014_7,2014,7,2013,10,1381.111514,3699.169078
2014_8,2014,8,2013,11,661.2589356,1771.115933
2014_9,2014,9,2013,12,414.0724814,1073.275872
2014_10,2014,10,2014,1,292.1782705,782.5702796
2014_11,2014,11,2014,2,263.5915747,683.2293616
2014_12,2014,12,2014,3,364.6138247,976.581668
2015_1,2015,1,2014,4,580.7540828,1555.491735
2015_2,2015,2,2014,5,846.7147289,2048.372272
2015_3,2015,3,2014,6,1145.561441,3068.271763
2015_4,2015,4,2014,7,1397.041911,3621.132632
2015_5,2015,5,2014,8,1466.74854,3928.539289
2015_6,2015,6,2014,9,1363.178354,3533.358293
2015_7,2015,7,2014,10,710.0633447,1901.833662
2015_8,2015,8,2014,11,417.7885827,1119.00494
2015_9,2015,9,2014,12,285.5180525,740.062792
2015_10,2015,10,2015,1,212.7500161,569.8296432
2015_11,2015,11,2015,2,184.2926236,477.6864805
2015_12,2015,12,2015,3,272.1380335,728.8945089
2016_1,2016,1,2015,4,467.5788982,1252.363321
2016_2,2016,2,2015,5,735.3343372,1842.453715
2016_3,2016,3,2015,6,1879.710618,5034.616918
2016_4,2016,4,2015,7,2772.397781,7186.055047
2016_5,2016,5,2015,8,2711.124323,7261.475387
2016_6,2016,6,2015,9,1736.184344,4500.18982
2016_7,2016,7,2015,10,735.310091,1969.454548
2016_8,2016,8,2015,11,415.10839,1111.826312
2016_9,2016,9,2015,12,288.2793072,747.2199643
2016_10,2016,10,2016,1,205.0470273,549.1979579
2016_11,2016,11,2016,2,166.5564784,431.7143921
2016_12,2016,12,2016,3,296.2538309,793.4862607
2017_1,2017,1,2016,4,709.963879,1901.567253
2017_2,2017,2,2016,5,1197.404453,2896.760852
2017_3,2017,3,2016,6,1738.723086,4656.995912
2017_4,2017,4,2016,7,3474.737959,9006.520789
2017_5,2017,5,2016,8,2574.912754,6896.646319
2017_6,2017,6,2016,9,1557.495095,4037.027287
2017_7,2017,7,2016,10,702.4903015,1881.550024
2017_8,2017,8,2016,11,398.5719972,1067.535237
2017_9,2017,9,2016,12,267.7595248,694.0326884
2017_10,2017,10,2017,1,188.0901747,503.7807238
2017_11,2017,11,2017,2,191.3909909,496.0854484
2017_12,2017,12,2017,3,323.1094528,865.4163584
2018_1,2018,1,2017,4,659.1122152,1765.366157
2018_2,2018,2,2017,5,1352.641357,3272.30997
2018_3,2018,3,2017,6,2921.458928,7824.835594
2018_4,2018,4,2017,7,3716.297295,9632.642589
2018_5,2018,5,2017,8,4413.994992,11822.44419
2018_6,2018,6,2017,9,2928.616039,7590.972774
2018_7,2018,7,2017,10,1453.552711,3893.195582
2018_8,2018,8,2017,11,688.9741342,1845.348321
2018_9,2018,9,2017,12,417.7948277,1082.924194
2018_10,2018,10,2018,1,254.1033576,680.590433
2018_11,2018,11,2018,2,188.6140793,488.8876935
2018_12,2018,12,2018,3,241.2922826,646.2772497
2019_1,2019,1,2018,4,449.6288098,1204.285804
2019_2,2019,2,2018,5,599.1764238,1449.527605
2019_3,2019,3,2018,6,814.7338826,2182.183231
2019_4,2019,4,2018,7,965.001762,2501.284567
2019_5,2019,5,2018,8,1109.182019,2970.83312
2019_6,2019,6,2018,9,899.1207937,2330.521097
2019_7,2019,7,2018,10,584.8490401,1566.459669
2019_8,2019,8,2018,11,352.5932837,944.385851
2019_9,2019,9,2018,12,222.1800262,575.8906278
2019_10,2019,10,2019,1,135.3638299,362.5584819
2019_11,2019,11,2019,2,171.518026,444.5747234
2019_12,2019,12,2019,3,279.3273634,748.1504102
2020_1,2020,1,2019,4,481.1221248,1288.637499
2020_2,2020,2,2019,5,763.888304,1913.998535
2020_3,2020,3,2019,6,2230.7116,5974.73795
2020_4,2020,4,2019,7,3997.310755,10361.02948
2020_5,2020,5,2019,8,4011.911513,10745.5038
2020_6,2020,6,2019,9,2269.270408,5881.948897
2020_7,2020,7,2019,10,1125.227241,3013.808641
2020_8,2020,8,2019,11,620.1145017,1660.914681
2020_9,2020,9,2019,12,443.2968252,1149.025371
2020_10,2020,10,2020,1,341.5189502,914.7243563
2020_11,2020,11,2020,2,304.0283376,788.041451
2020_12,2020,12,2020,3,434.0416882,1162.537258
2021_1,2021,1,2020,4,749.1922614,2006.636553
2021_2,2021,2,2020,5,1603.235259,3878.546739
2021_3,2021,3,2020,6,3395.65227,9094.915039
2021_4,2021,4,2020,7,2994.513752,7761.779645
2021_5,2021,5,2020,8,2726.228861,7301.931381
2021_6,2021,6,2020,9,1847.96239,4789.918514
2021_7,2021,7,2020,10,1035.649103,2773.882558
2021_8,2021,8,2020,11,582.2022186,1559.370422
2021_9,2021,9,2020,12,410.5857467,1064.238255
2021_10,2021,10,2021,1,308.974203,827.5565054
2021_11,2021,11,2021,2,299.7845297,777.0415011
2021_12,2021,12,2021,3,347.7052164,931.2936515
2022_1,2022,1,2021,4,635.1894506,1701.291425
2022_2,2022,2,2021,5,992.666974,2401.459943
2022_3,2022,3,2021,6,1526.64178,4088.957344
2022_4,2022,4,2021,7,2463.735659,6386.002827
2022_5,2022,5,2021,8,2902.690761,7774.566935
2022_6,2022,6,2021,9,2023.3182,5244.440774
2022_7,2022,7,2021,10,963.3211832,2580.159457
2022_8,2022,8,2021,11,516.1728716,1382.517419
2022_9,2022,9,2021,12,362.5122686,939.6318002
2022_10,2022,10,2022,1,273.6774194,733.0176
2022_11,2022,11,2022,2,275.4666667,714.0096
2022_12,2022,12,2022,3,418.2580645,1120.2624
2023_1,2023,1,2022,4,606.0384615,1361.4048
