date,hour,zamg,price,volume,dt,datetime,dayOfWeek,month,value,category
2024-09-02,6,239.9,239.9,90,1725249600000,2024-09-02T06:00:00.000+02:00,1,9,21.591,morning
2024-09-02,7,239.91,239.91,100,1725253200000,2024-09-02T07:00:00.000+02:00,1,9,23.991,morning
2024-09-02,8,239.91,239.91,85,1725256800000,2024-09-02T08:00:00.000+02:00,1,9,20.392349999999997,morning
2024-09-02,9,100.07,100.07,90,1725260400000,2024-09-02T09:00:00.000+02:00,1,9,9.0063,standard
2024-09-02,10,100.08,100.07,90,1725264000000,2024-09-02T10:00:00.000+02:00,1,9,9.0063,standard
2024-09-02,11,100.08,100.07,90,1725267600000,2024-09-02T11:00:00.000+02:00,1,9,9.0063,standard
2024-09-02,12,100.08,100.07,80,1725271200000,2024-09-02T12:00:00.000+02:00,1,9,8.0056,standard
2024-09-02,13,100.08,100.07,85,1725274800000,2024-09-02T13:00:00.000+02:00,1,9,8.505949999999999,standard
2024-09-02,14,100.08,100.07,85,1725278400000,2024-09-02T14:00:00.000+02:00,1,9,8.505949999999999,standard
2024-09-02,15,112.5,112.5,80,1725282000000,2024-09-02T15:00:00.000+02:00,1,9,9,standard
2024-09-02,16,124.98,124.98,60,1725285600000,2024-09-02T16:00:00.000+02:00,1,9,7.4988,standard
2024-09-02,17,314.45,314.45,40,1725289200000,2024-09-02T17:00:00.000+02:00,1,9,12.578,standard
2024-09-02,18,314.95,314.95,20,1725292800000,2024-09-02T18:00:00.000+02:00,1,9,6.299,evening
2024-09-02,19,314.95,314.95,20,1725296400000,2024-09-02T19:00:00.000+02:00,1,9,6.299,evening
2024-09-02,20,314.95,314.95,40,1725300000000,2024-09-02T20:00:00.000+02:00,1,9,12.598,standard
2024-09-02,21,314.33,314.33,40,1725303600000,2024-09-02T21:00:00.000+02:00,1,9,12.573199999999998,standard
2024-09-02,22,262.53,262.53,40,1725307200000,2024-09-02T22:00:00.000+02:00,1,9,10.501199999999999,off
2024-09-02,23,166,165.47,25,1725310800000,2024-09-02T23:00:00.000+02:00,1,9,4.13675,off
2024-09-03,0,366.84,77.07,70,1725314400000,2024-09-03T00:00:00.000+02:00,2,9,5.3949,off
2024-09-03,1,366.84,77.06,90,1725318000000,2024-09-03T01:00:00.000+02:00,2,9,6.9354000000000005,off
2024-09-03,2,366.84,77.05,100,1725321600000,2024-09-03T02:00:00.000+02:00,2,9,7.705,off
2024-09-03,3,366.84,77.05,130,1725325200000,2024-09-03T03:00:00.000+02:00,2,9,10.0165,off
2024-09-03,4,366.84,77.31,120,1725328800000,2024-09-03T04:00:00.000+02:00,2,9,9.2772,off
2024-09-03,5,100.09,100.07,111,1725332400000,2024-09-03T05:00:00.000+02:00,2,9,11.107769999999999,off
2024-09-03,6,366.84,229.91,81,1725336000000,2024-09-03T06:00:00.000+02:00,2,9,18.622709999999998,morning
2024-09-03,7,366.84,229.91,75,1725339600000,2024-09-03T07:00:00.000+02:00,2,9,17.24325,morning
2024-09-03,8,366.84,229.9,80,1725343200000,2024-09-03T08:00:00.000+02:00,2,9,18.392,morning
2024-09-03,9,100.08,100.08,90,1725346800000,2024-09-03T09:00:00.000+02:00,2,9,9.007200000000001,standard
2024-09-03,10,100.08,100.08,90,1725350400000,2024-09-03T10:00:00.000+02:00,2,9,9.007200000000001,standard
2024-09-03,11,100.07,100.07,100,1725354000000,2024-09-03T11:00:00.000+02:00,2,9,10.007,standard
2024-09-03,12,100.08,100.08,92,1725357600000,2024-09-03T12:00:00.000+02:00,2,9,9.207360000000001,standard
2024-09-03,13,100.08,100.08,85,1725361200000,2024-09-03T13:00:00.000+02:00,2,9,8.5068,standard
2024-09-03,14,100.09,100.09,85,1725364800000,2024-09-03T14:00:00.000+02:00,2,9,8.50765,standard
2024-09-03,15,110.11,110.11,85,1725368400000,2024-09-03T15:00:00.000+02:00,2,9,9.359350000000001,standard
2024-09-03,16,110.11,110.11,45,1725372000000,2024-09-03T16:00:00.000+02:00,2,9,4.95495,standard
2024-09-03,17,110.11,110.11,30,1725375600000,2024-09-03T17:00:00.000+02:00,2,9,3.3033,standard
2024-09-03,18,366.84,366.84,40,1725379200000,2024-09-03T18:00:00.000+02:00,2,9,14.673599999999999,evening
2024-09-03,19,366.84,366.84,20,1725382800000,2024-09-03T19:00:00.000+02:00,2,9,7.336799999999999,evening
2024-09-03,20,315.83,315.83,47.4,1725386400000,2024-09-03T20:00:00.000+02:00,2,9,14.970341999999999,standard
2024-09-03,21,229.93,229.93,47.4,1725390000000,2024-09-03T21:00:00.000+02:00,2,9,10.898682,standard
2024-09-03,22,169.95,84.37,50,1725393600000,2024-09-03T22:00:00.000+02:00,2,9,4.2185,off
2024-09-03,23,366.84,84.37,60,1725397200000,2024-09-03T23:00:00.000+02:00,2,9,5.062200000000001,off
2024-09-04,0,194.95,76,65,1725400800000,2024-09-04T00:00:00.000+02:00,3,9,4.94,off
2024-09-04,1,194.95,76,100,1725404400000,2024-09-04T01:00:00.000+02:00,3,9,7.6,off
2024-09-04,2,194.95,76,130,1725408000000,2024-09-04T02:00:00.000+02:00,3,9,9.88,off
2024-09-04,3,194.95,76,140,1725411600000,2024-09-04T03:00:00.000+02:00,3,9,10.64,off
2024-09-04,4,194.95,77.01,95,1725415200000,2024-09-04T04:00:00.000+02:00,3,9,7.315950000000001,off
2024-09-04,5,130,76.12,45,1725418800000,2024-09-04T05:00:00.000+02:00,3,9,3.4254000000000002,off
2024-09-04,6,310,116.99,65,1725422400000,2024-09-04T06:00:00.000+02:00,3,9,7.604349999999999,morning
2024-09-04,7,310,200.05,65,1725426000000,2024-09-04T07:00:00.000+02:00,3,9,13.00325,morning
2024-09-04,8,310,100.1,42.3,1725429600000,2024-09-04T08:00:00.000+02:00,3,9,4.234229999999999,morning
2024-09-04,9,125.08,125.08,37.8,1725433200000,2024-09-04T09:00:00.000+02:00,3,9,4.728024,standard
2024-09-04,10,125.04,125.03,5,1725436800000,2024-09-04T10:00:00.000+02:00,3,9,0.62515,standard
2024-09-04,11,125.07,125.03,5,1725440400000,2024-09-04T11:00:00.000+02:00,3,9,0.62515,standard
2024-09-04,12,125.08,125.01,5,1725444000000,2024-09-04T12:00:00.000+02:00,3,9,0.6250500000000001,standard
2024-09-04,13,125.08,125.01,5,1725447600000,2024-09-04T13:00:00.000+02:00,3,9,0.6250500000000001,standard
2024-09-04,14,125.07,125.01,5,1725451200000,2024-09-04T14:00:00.000+02:00,3,9,0.6250500000000001,standard
2024-09-04,15,125.06,125.05,5,1725454800000,2024-09-04T15:00:00.000+02:00,3,9,0.62525,standard
2024-09-04,16,125.06,125.06,9.9,1725458400000,2024-09-04T16:00:00.000+02:00,3,9,1.238094,standard
2024-09-04,17,125.07,125.07,26,1725462000000,2024-09-04T17:00:00.000+02:00,3,9,3.2518199999999995,standard
2024-09-04,18,313.3,313.3,20,1725465600000,2024-09-04T18:00:00.000+02:00,3,9,6.266,evening
2024-09-04,19,361.54,361.54,10,1725469200000,2024-09-04T19:00:00.000+02:00,3,9,3.6154,evening
2024-09-04,20,298.63,298.63,10,1725472800000,2024-09-04T20:00:00.000+02:00,3,9,2.9863000000000004,standard
2024-09-04,21,121.13,121.13,20,1725476400000,2024-09-04T21:00:00.000+02:00,3,9,2.4226,standard
2024-09-04,22,249.97,81.26,20,1725480000000,2024-09-04T22:00:00.000+02:00,3,9,1.6252,off
2024-09-04,23,207.95,81.26,50,1725483600000,2024-09-04T23:00:00.000+02:00,3,9,4.063000000000001,off
2024-09-05,0,164.95,39.98,25,1725487200000,2024-09-05T00:00:00.000+02:00,4,9,0.9994999999999998,off
2024-09-05,1,164.95,39.98,65,1725490800000,2024-09-05T01:00:00.000+02:00,4,9,2.5987,off
2024-09-05,2,164.95,39.98,85,1725494400000,2024-09-05T02:00:00.000+02:00,4,9,3.3983,off
2024-09-05,3,164.95,39.98,90,1725498000000,2024-09-05T03:00:00.000+02:00,4,9,3.5982,off
2024-09-05,4,164.95,36.34,55,1725501600000,2024-09-05T04:00:00.000+02:00,4,9,1.9987000000000004,off
2024-09-05,5,109.99,39.98,35,1725505200000,2024-09-05T05:00:00.000+02:00,4,9,1.3993,off
2024-09-05,6,310,200.07,65,1725508800000,2024-09-05T06:00:00.000+02:00,4,9,13.00455,morning
2024-09-05,7,310,200,60,1725512400000,2024-09-05T07:00:00.000+02:00,4,9,12,morning
2024-09-05,8,310,103.4,30,1725516000000,2024-09-05T08:00:00.000+02:00,4,9,3.102,morning
2024-09-05,9,102.3,102.3,30,1725519600000,2024-09-05T09:00:00.000+02:00,4,9,3.069,standard
2024-09-05,10,99.97,99.97,55,1725523200000,2024-09-05T10:00:00.000+02:00,4,9,5.49835,standard
2024-09-05,11,99.96,99.96,55,1725526800000,2024-09-05T11:00:00.000+02:00,4,9,5.497799999999999,standard
2024-09-05,12,103.88,103.88,45,1725530400000,2024-09-05T12:00:00.000+02:00,4,9,4.6746,standard
2024-09-05,13,103.42,103.42,35,1725534000000,2024-09-05T13:00:00.000+02:00,4,9,3.6197000000000004,standard
2024-09-05,14,102,102,35,1725537600000,2024-09-05T14:00:00.000+02:00,4,9,3.57,standard
2024-09-05,15,103.85,103.85,15,1725541200000,2024-09-05T15:00:00.000+02:00,4,9,1.55775,standard
2024-09-05,16,122.82,122.82,20,1725544800000,2024-09-05T16:00:00.000+02:00,4,9,2.4563999999999995,standard
2024-09-05,17,123.88,123.88,20,1725548400000,2024-09-05T17:00:00.000+02:00,4,9,2.4776,standard
2024-09-05,18,314.22,314.22,11,1725552000000,2024-09-05T18:00:00.000+02:00,4,9,3.45642,evening
2024-09-05,19,362.69,362.69,11,1725555600000,2024-09-05T19:00:00.000+02:00,4,9,3.98959,evening
2024-09-05,20,310.18,242.74,11,1725559200000,2024-09-05T20:00:00.000+02:00,4,9,2.6701400000000004,standard
2024-09-05,21,123.43,123.43,20,1725562800000,2024-09-05T21:00:00.000+02:00,4,9,2.4686000000000003,standard
2024-09-05,22,263.33,69.66,20,1725566400000,2024-09-05T22:00:00.000+02:00,4,9,1.3931999999999998,off
2024-09-05,23,177.95,69.66,0,1725570000000,2024-09-05T23:00:00.000+02:00,4,9,0,off
2024-09-06,0,115,75.26,45,1725573600000,2024-09-06T00:00:00.000+02:00,5,9,3.3867000000000003,off
2024-09-06,1,115,75.26,100,1725577200000,2024-09-06T01:00:00.000+02:00,5,9,7.526000000000001,off
2024-09-06,2,115,75.26,130,1725580800000,2024-09-06T02:00:00.000+02:00,5,9,9.783800000000001,off
2024-09-06,3,115,75.26,130,1725584400000,2024-09-06T03:00:00.000+02:00,5,9,9.783800000000001,off
2024-09-06,4,115,75.26,95,1725588000000,2024-09-06T04:00:00.000+02:00,5,9,7.149700000000001,off
2024-09-06,5,100.09,100.09,35,1725591600000,2024-09-06T05:00:00.000+02:00,5,9,3.50315,off
2024-09-06,6,105,100.08,70,1725595200000,2024-09-06T06:00:00.000+02:00,5,9,7.005599999999999,morning
2024-09-06,7,260,200.01,73,1725598800000,2024-09-06T07:00:00.000+02:00,5,9,14.60073,morning
2024-09-06,8,260,200.03,70,1725602400000,2024-09-06T08:00:00.000+02:00,5,9,14.0021,morning
2024-09-06,9,125.07,125.07,70,1725606000000,2024-09-06T09:00:00.000+02:00,5,9,8.7549,standard
2024-09-06,10,125.04,107.2,85,1725609600000,2024-09-06T10:00:00.000+02:00,5,9,9.112,standard
2024-09-06,11,125.04,121.03,92,1725613200000,2024-09-06T11:00:00.000+02:00,5,9,11.13476,standard
2024-09-06,12,125.03,121.18,93,1725616800000,2024-09-06T12:00:00.000+02:00,5,9,11.26974,standard
2024-09-06,13,125.03,122.81,75,1725620400000,2024-09-06T13:00:00.000+02:00,5,9,9.21075,standard
2024-09-06,14,125.06,123.91,84,1725624000000,2024-09-06T14:00:00.000+02:00,5,9,10.40844,standard
2024-09-06,15,125.04,123.96,65,1725627600000,2024-09-06T15:00:00.000+02:00,5,9,8.0574,standard
2024-09-06,16,261.82,125.24,50,1725631200000,2024-09-06T16:00:00.000+02:00,5,9,6.262,standard
2024-09-06,17,125.07,125.07,68,1725634800000,2024-09-06T17:00:00.000+02:00,5,9,8.504760000000001,standard
2024-09-06,18,312.65,312.65,25,1725638400000,2024-09-06T18:00:00.000+02:00,5,9,7.816249999999999,evening
2024-09-06,19,360.31,360.31,10,1725642000000,2024-09-06T19:00:00.000+02:00,5,9,3.6031,evening
2024-09-06,20,284.2,284.2,10,1725645600000,2024-09-06T20:00:00.000+02:00,5,9,2.842,standard
2024-09-06,21,125.08,125.08,40,1725649200000,2024-09-06T21:00:00.000+02:00,5,9,5.0032,standard
2024-09-06,22,260,79.78,20,1725652800000,2024-09-06T22:00:00.000+02:00,5,9,1.5956,off
2024-09-06,23,212.95,79.78,30,1725656400000,2024-09-06T23:00:00.000+02:00,5,9,2.3934,off
2024-09-07,0,117.95,73.35,45,1725660000000,2024-09-07T00:00:00.000+02:00,6,9,3.3007499999999994,off
2024-09-07,1,117.95,73.35,65,1725663600000,2024-09-07T01:00:00.000+02:00,6,9,4.76775,off
2024-09-07,2,117.95,73.35,100,1725667200000,2024-09-07T02:00:00.000+02:00,6,9,7.334999999999999,off
2024-09-07,3,117.95,73.66,100,1725670800000,2024-09-07T03:00:00.000+02:00,6,9,7.366,off
2024-09-07,4,117.95,70.32,65,1725674400000,2024-09-07T04:00:00.000+02:00,6,9,4.570799999999999,off
2024-09-07,5,111,80.93,40,1725678000000,2024-09-07T05:00:00.000+02:00,6,9,3.2372,off
2024-09-07,6,117.95,100.08,10,1725681600000,2024-09-07T06:00:00.000+02:00,6,9,1.0008,off
2024-09-07,7,260,104.99,10,1725685200000,2024-09-07T07:00:00.000+02:00,6,9,1.0498999999999998,standard
2024-09-07,8,260,100.09,65,1725688800000,2024-09-07T08:00:00.000+02:00,6,9,6.505850000000001,standard
2024-09-07,9,179.92,125.04,80,1725692400000,2024-09-07T09:00:00.000+02:00,6,9,10.003200000000001,standard
2024-09-07,10,172.95,125.01,85,1725696000000,2024-09-07T10:00:00.000+02:00,6,9,10.62585,standard
2024-09-07,11,155.45,125.03,85,1725699600000,2024-09-07T11:00:00.000+02:00,6,9,10.62755,standard
2024-09-07,12,125.1,81,85,1725703200000,2024-09-07T12:00:00.000+02:00,6,9,6.885,off
2024-09-07,13,166,82.14,75,1725706800000,2024-09-07T13:00:00.000+02:00,6,9,6.1605,off
2024-09-07,14,235,84.87,75,1725710400000,2024-09-07T14:00:00.000+02:00,6,9,6.36525,off
2024-09-07,15,270,91.76,75,1725714000000,2024-09-07T15:00:00.000+02:00,6,9,6.882,off
2024-09-07,16,270,93.62,60,1725717600000,2024-09-07T16:00:00.000+02:00,6,9,5.6172,off
2024-09-07,17,125.05,97.28,50,1725721200000,2024-09-07T17:00:00.000+02:00,6,9,4.864,off
2024-09-07,18,310.95,301.5,23,1725724800000,2024-09-07T18:00:00.000+02:00,6,9,6.9345,standard
2024-09-07,19,266.01,266.01,12,1725728400000,2024-09-07T19:00:00.000+02:00,6,9,3.19212,standard
2024-09-07,20,275.45,120.02,12,1725732000000,2024-09-07T20:00:00.000+02:00,6,9,1.44024,off
2024-09-07,21,100.01,95.78,20,1725735600000,2024-09-07T21:00:00.000+02:00,6,9,1.9156,off
2024-09-07,22,259.98,88.81,20,1725739200000,2024-09-07T22:00:00.000+02:00,6,9,1.7762,off
2024-09-07,23,166,82.75,18,1725742800000,2024-09-07T23:00:00.000+02:00,6,9,1.4895,off
2024-09-08,0,111,73.35,45,1725746400000,2024-09-08T00:00:00.000+02:00,7,9,3.3007499999999994,off
2024-09-08,1,111,73.35,53,1725750000000,2024-09-08T01:00:00.000+02:00,7,9,3.8875499999999996,off
2024-09-08,2,111,73.35,90,1725753600000,2024-09-08T02:00:00.000+02:00,7,9,6.601499999999999,off
2024-09-08,3,111,73.35,95,1725757200000,2024-09-08T03:00:00.000+02:00,7,9,6.968249999999999,off
2024-09-08,4,111,73.35,55,1725760800000,2024-09-08T04:00:00.000+02:00,7,9,4.034249999999999,off
2024-09-08,5,111,81,50,1725764400000,2024-09-08T05:00:00.000+02:00,7,9,4.05,off
2024-09-08,6,111,77.9,20,1725768000000,2024-09-08T06:00:00.000+02:00,7,9,1.558,off
2024-09-08,7,260,80.99,43,1725771600000,2024-09-08T07:00:00.000+02:00,7,9,3.4825699999999995,off
2024-09-08,8,260,80.99,100,1725775200000,2024-09-08T08:00:00.000+02:00,7,9,8.098999999999998,off
2024-09-08,9,260,77.9,70,1725778800000,2024-09-08T09:00:00.000+02:00,7,9,5.453,off
2024-09-08,10,166,86.99,70,1725782400000,2024-09-08T10:00:00.000+02:00,7,9,6.0893,off
2024-09-08,11,125.1,86.99,78,1725786000000,2024-09-08T11:00:00.000+02:00,7,9,6.785219999999999,off
2024-09-08,12,125.1,88.81,85,1725789600000,2024-09-08T12:00:00.000+02:00,7,9,7.548850000000001,off
2024-09-08,13,185,90.99,83,1725793200000,2024-09-08T13:00:00.000+02:00,7,9,7.552169999999999,off
2024-09-08,14,235,91.24,65,1725796800000,2024-09-08T14:00:00.000+02:00,7,9,5.930599999999999,off
2024-09-08,15,270,93.36,50,1725800400000,2024-09-08T15:00:00.000+02:00,7,9,4.668,off
2024-09-08,16,270,99.12,40,1725804000000,2024-09-08T16:00:00.000+02:00,7,9,3.9648000000000003,off
2024-09-08,17,125.01,102.54,31,1725807600000,2024-09-08T17:00:00.000+02:00,7,9,3.1787400000000003,off
2024-09-08,18,309.05,309.05,10,1725811200000,2024-09-08T18:00:00.000+02:00,7,9,3.0905,off
2024-09-08,19,309.05,309.05,16.6,1725814800000,2024-09-08T19:00:00.000+02:00,7,9,5.13023,off
2024-09-08,20,111,111,16.4,1725818400000,2024-09-08T20:00:00.000+02:00,7,9,1.8203999999999998,off
2024-09-08,21,100.04,97.91,26.6,1725822000000,2024-09-08T21:00:00.000+02:00,7,9,2.604406,off
2024-09-08,22,259.98,88.81,25.9,1725825600000,2024-09-08T22:00:00.000+02:00,7,9,2.300179,off
2024-09-08,23,185,88.81,10,1725829200000,2024-09-08T23:00:00.000+02:00,7,9,0.8881,off
2024-09-09,0,111,81,55,1725832800000,2024-09-09T00:00:00.000+02:00,1,9,4.455,off
2024-09-09,1,111,81,75,1725836400000,2024-09-09T01:00:00.000+02:00,1,9,6.075,off
2024-09-09,2,111,81,85,1725840000000,2024-09-09T02:00:00.000+02:00,1,9,6.885,off
2024-09-09,3,111,81,105,1725843600000,2024-09-09T03:00:00.000+02:00,1,9,8.505,off
2024-09-09,4,111,81,125,1725847200000,2024-09-09T04:00:00.000+02:00,1,9,10.125,off
2024-09-09,5,90.02,90.02,85,1725850800000,2024-09-09T05:00:00.000+02:00,1,9,7.6517,off
2024-09-09,6,115.79,115.79,83,1725854400000,2024-09-09T06:00:00.000+02:00,1,9,9.61057,morning
2024-09-09,7,251.84,251.84,85,1725858000000,2024-09-09T07:00:00.000+02:00,1,9,21.4064,morning
2024-09-09,8,253.12,253.12,95,1725861600000,2024-09-09T08:00:00.000+02:00,1,9,24.046400000000002,morning
2024-09-09,9,260,256.29,95,1725865200000,2024-09-09T09:00:00.000+02:00,1,9,24.347550000000002,standard
2024-09-09,10,172.95,155.38,110,1725868800000,2024-09-09T10:00:00.000+02:00,1,9,17.0918,standard
2024-09-09,11,172.95,125.08,110,1725872400000,2024-09-09T11:00:00.000+02:00,1,9,13.758799999999999,standard
2024-09-09,12,125.06,125.06,103,1725876000000,2024-09-09T12:00:00.000+02:00,1,9,12.88118,standard
2024-09-09,13,125.07,125.07,105,1725879600000,2024-09-09T13:00:00.000+02:00,1,9,13.132349999999999,standard
2024-09-09,14,125.1,125.1,100,1725883200000,2024-09-09T14:00:00.000+02:00,1,9,12.51,standard
2024-09-09,15,151.99,151.99,102,1725886800000,2024-09-09T15:00:00.000+02:00,1,9,15.50298,standard
2024-09-09,16,179.91,167.36,85,1725890400000,2024-09-09T16:00:00.000+02:00,1,9,14.2256,standard
2024-09-09,17,159.48,159.48,70,1725894000000,2024-09-09T17:00:00.000+02:00,1,9,11.163599999999999,standard
2024-09-09,18,350.17,350.17,20,1725897600000,2024-09-09T18:00:00.000+02:00,1,9,7.003400000000001,evening
2024-09-09,19,363.71,363.71,20,1725901200000,2024-09-09T19:00:00.000+02:00,1,9,7.2741999999999996,evening
2024-09-09,20,200,200,20,1725904800000,2024-09-09T20:00:00.000+02:00,1,9,4,standard
2024-09-09,21,100.04,100.04,20,1725908400000,2024-09-09T21:00:00.000+02:00,1,9,2.0008000000000004,standard
2024-09-09,22,100.27,88.81,20,1725912000000,2024-09-09T22:00:00.000+02:00,1,9,1.7762,off
2024-09-09,23,182.95,88.81,0,1725915600000,2024-09-09T23:00:00.000+02:00,1,9,0,off
2024-09-10,0,140,83.15,79.5,1725919200000,2024-09-10T00:00:00.000+02:00,2,9,6.610425,off
2024-09-10,1,140,83.15,110,1725922800000,2024-09-10T01:00:00.000+02:00,2,9,9.1465,off
2024-09-10,2,140,83.45,110,1725926400000,2024-09-10T02:00:00.000+02:00,2,9,9.1795,off
2024-09-10,3,140,83.45,120,1725930000000,2024-09-10T03:00:00.000+02:00,2,9,10.014,off
2024-09-10,4,140,83.15,144.5,1725933600000,2024-09-10T04:00:00.000+02:00,2,9,12.015175000000001,off
2024-09-10,5,107,105.9,134.5,1725937200000,2024-09-10T05:00:00.000+02:00,2,9,14.24355,off
2024-09-10,6,125.03,121.95,120,1725940800000,2024-09-10T06:00:00.000+02:00,2,9,14.634,morning
2024-09-10,7,245.93,245.93,95,1725944400000,2024-09-10T07:00:00.000+02:00,2,9,23.36335,morning
2024-09-10,8,247.58,247.58,120,1725948000000,2024-09-10T08:00:00.000+02:00,2,9,29.709600000000002,morning
2024-09-10,9,238.59,238.59,130,1725951600000,2024-09-10T09:00:00.000+02:00,2,9,31.0167,standard
2024-09-10,10,134.5,124.72,130,1725955200000,2024-09-10T10:00:00.000+02:00,2,9,16.2136,standard
2024-09-10,11,128,122.73,130,1725958800000,2024-09-10T11:00:00.000+02:00,2,9,15.9549,standard
2024-09-10,12,128,124.87,130,1725962400000,2024-09-10T12:00:00.000+02:00,2,9,16.2331,standard
2024-09-10,13,219.92,124.11,130,1725966000000,2024-09-10T13:00:00.000+02:00,2,9,16.1343,standard
2024-09-10,14,219.95,125.06,120,1725969600000,2024-09-10T14:00:00.000+02:00,2,9,15.007200000000001,standard
2024-09-10,15,219.92,126.89,120,1725973200000,2024-09-10T15:00:00.000+02:00,2,9,15.226799999999999,standard
2024-09-10,16,219.95,128.88,110,1725976800000,2024-09-10T16:00:00.000+02:00,2,9,14.1768,standard
2024-09-10,17,140.8,140.8,64.5,1725980400000,2024-09-10T17:00:00.000+02:00,2,9,9.0816,standard
2024-09-10,18,353.62,353.62,19.5,1725984000000,2024-09-10T18:00:00.000+02:00,2,9,6.89559,evening
2024-09-10,19,366.8,366.8,19.5,1725987600000,2024-09-10T19:00:00.000+02:00,2,9,7.1526000000000005,evening
2024-09-10,20,366.8,366.8,19.5,1725991200000,2024-09-10T20:00:00.000+02:00,2,9,7.1526000000000005,standard
2024-09-10,21,203.79,203.79,19.5,1725994800000,2024-09-10T21:00:00.000+02:00,2,9,3.973905,standard
2024-09-10,22,259.98,100.02,19.5,1725998400000,2024-09-10T22:00:00.000+02:00,2,9,1.9503899999999998,off
2024-09-10,23,212.95,91.09,40,1726002000000,2024-09-10T23:00:00.000+02:00,2,9,3.6436,off
2024-09-11,0,140,79.1,94.5,1726005600000,2024-09-11T00:00:00.000+02:00,3,9,7.47495,off
2024-09-11,1,140,79.1,110,1726009200000,2024-09-11T01:00:00.000+02:00,3,9,8.701,off
2024-09-11,2,140,79.1,140,1726012800000,2024-09-11T02:00:00.000+02:00,3,9,11.074,off
2024-09-11,3,140,79.1,140,1726016400000,2024-09-11T03:00:00.000+02:00,3,9,11.074,off
2024-09-11,4,140,79.1,114.5,1726020000000,2024-09-11T04:00:00.000+02:00,3,9,9.056949999999999,off
2024-09-11,5,130,111.69,44.5,1726023600000,2024-09-11T05:00:00.000+02:00,3,9,4.970205,off
2024-09-11,6,125.1,113.96,19.5,1726027200000,2024-09-11T06:00:00.000+02:00,3,9,2.2222199999999996,morning
2024-09-11,7,273.97,273.97,44.5,1726030800000,2024-09-11T07:00:00.000+02:00,3,9,12.191665,morning
2024-09-11,8,267.04,267.04,79.5,1726034400000,2024-09-11T08:00:00.000+02:00,3,9,21.229680000000002,morning
