date,hour,zamg,price,volume
2024-07-13,0,102.47,102.47,191
2024-07-13,1,102.4,100.58,240
2024-07-13,2,80.08,80.08,250
2024-07-13,3,70.1,70.1,260
2024-07-13,4,98.89,98.89,240
2024-07-13,5,70.01,70.01,165
2024-07-13,6,70.02,70.02,145
2024-07-13,7,102.2,102.2,220
2024-07-13,8,120.05,120.05,190
2024-07-13,9,123.05,123.05,135
2024-07-13,10,154.84,154.84,170
2024-07-13,11,120.08,118.39,175
2024-07-13,12,170.03,116.71,170
2024-07-13,13,170.03,114.02,170
2024-07-13,14,170.04,110.32,155
2024-07-13,15,170.06,113.69,125
2024-07-13,16,255.9,153.06,65
2024-07-13,17,310.9,155.43,85
2024-07-13,18,175.21,175.21,55
2024-07-13,19,169.27,169.27,50
2024-07-13,20,105.95,105.95,50
2024-07-13,21,101.92,101.92,40
2024-07-13,22,105.07,105.07,90
2024-07-13,23,105,105,135
2024-07-14,0,102.4,100.91,215
2024-07-14,1,102.4,80.07,265
2024-07-14,2,80.07,70.09,261
2024-07-14,3,70.09,70.09,262
2024-07-14,4,80.04,80.04,260
2024-07-14,5,70.01,70.01,170
2024-07-14,6,79.95,79.95,150
2024-07-14,7,101.58,101.58,215
2024-07-14,8,106.96,106.96,200
2024-07-14,9,113.69,113.69,145
2024-07-14,10,120.02,120.02,160
2024-07-14,11,120.02,114.36,155
2024-07-14,12,120.04,105.62,130
2024-07-14,13,120.05,106.29,145
2024-07-14,14,120.06,105.28,155
2024-07-14,15,129.98,107.97,135
2024-07-14,16,170.05,150.04,37
2024-07-14,17,120.08,120.08,60
2024-07-14,18,163.38,163.38,80
2024-07-14,19,165.36,165.36,80
2024-07-14,20,104.73,104.73,82.5
2024-07-14,21,95.04,95.04,85
2024-07-14,22,105.05,105.05,90
2024-07-14,23,103.6,103.6,125
2024-07-15,0,102.6,99.1,165
2024-07-15,1,102.6,99.08,160
2024-07-15,2,99.07,99.07,158
2024-07-15,3,99.07,99.07,158
2024-07-15,4,100.91,100.91,166
2024-07-15,5,120.04,120.04,177
2024-07-15,6,179.98,179.98,227
2024-07-15,7,243.24,243.24,295
2024-07-15,8,243.28,243.28,230
2024-07-15,9,150.06,150.06,230
2024-07-15,10,170.04,156.26,230
2024-07-15,11,170.04,150.33,230
2024-07-15,12,170.04,150.06,181
2024-07-15,13,170.04,150.04,135
2024-07-15,14,170.04,150.03,179
2024-07-15,15,170.06,150.07,168
2024-07-15,16,170.1,170.04,120
2024-07-15,17,310.95,310.95,120
2024-07-15,18,312.57,312.57,55
2024-07-15,19,312.57,312.57,35
2024-07-15,20,210.08,210.08,38
2024-07-15,21,120.04,120.04,55
2024-07-15,22,105.03,105.03,109
2024-07-15,23,105,105,142
2024-07-16,0,99.1,99.1,162
2024-07-16,1,99.09,99.09,158
2024-07-16,2,99.08,99.08,159
2024-07-16,3,99.07,99.07,161
2024-07-16,4,99.07,99.07,166
2024-07-16,5,88.51,88.51,176
2024-07-16,6,140.03,140.03,159
2024-07-16,7,243.24,243.24,193
2024-07-16,8,243.27,243.27,211
2024-07-16,9,155.05,155.05,196
2024-07-16,10,150.03,150.03,165
2024-07-16,11,130.05,130.05,160
2024-07-16,12,120.09,120.09,165
2024-07-16,13,120.1,120.09,164
2024-07-16,14,120.08,120.08,162
2024-07-16,15,150.04,150.01,162
2024-07-16,16,155.02,155.01,176
2024-07-16,17,310.33,310.33,176
2024-07-16,18,311.44,311.44,85
2024-07-16,19,311.44,311.44,35
2024-07-16,20,206.2,206.2,38
2024-07-16,21,120.03,120.03,55
2024-07-16,22,105.05,105.05,84
2024-07-16,23,105.03,105.03,125
2024-07-17,0,99.09,99.09,235
2024-07-17,1,99.08,99.08,245
2024-07-17,2,99.07,99.07,263.4
2024-07-17,3,99.06,99.06,263.3
2024-07-17,4,102.34,102.34,263.4
2024-07-17,5,99.06,99.06,170
2024-07-17,6,243.23,243.23,150
2024-07-17,7,243.22,243.22,255
2024-07-17,8,243.21,243.21,216
2024-07-17,9,155.08,155.08,216
2024-07-17,10,150,144.19,216
2024-07-17,11,150.05,143.95,216
2024-07-17,12,144.99,141.56,195
2024-07-17,13,150.06,140.07,105
2024-07-17,14,150.07,140,145
2024-07-17,15,150.01,139.91,120
2024-07-17,16,150.09,150.04,80
2024-07-17,17,311.31,311.31,85
2024-07-17,18,311.46,311.46,80
2024-07-17,19,311.46,311.46,80
2024-07-17,20,220.3,220.3,82
2024-07-17,21,120.03,120.03,82
2024-07-17,22,105.01,105.01,87
2024-07-17,23,99.1,99.1,117
2024-07-18,0,99,99,250
2024-07-18,1,98.99,98.99,275
2024-07-18,2,98.99,98.99,311
2024-07-18,3,98.98,98.98,304
2024-07-18,4,103.09,103.09,280
2024-07-18,5,98.93,98.93,190
2024-07-18,6,292.63,292.63,160
2024-07-18,7,291.92,291.92,250
2024-07-18,8,279.25,279.25,244
2024-07-18,9,287.47,287.47,240
2024-07-18,10,163.18,163.18,180
2024-07-18,11,155.08,155.08,170
2024-07-18,12,150.13,150.13,170
2024-07-18,13,150.08,150.08,120
2024-07-18,14,155,151.31,130
2024-07-18,15,150.03,150,110
2024-07-18,16,155.04,155.04,110
2024-07-18,17,312.81,312.81,120
2024-07-18,18,313.12,313.12,79
2024-07-18,19,313.12,313.12,80
2024-07-18,20,265.52,265.52,81
2024-07-18,21,98.92,98.92,81
2024-07-18,22,105.02,105.02,90
2024-07-18,23,103.09,103.09,150
2024-07-19,0,102.42,102.42,230
2024-07-19,1,101.05,101.05,280
2024-07-19,2,99.99,99.99,290
2024-07-19,3,103.7,103.7,285
2024-07-19,4,105.03,105.03,255
2024-07-19,5,99.01,99.01,195
2024-07-19,6,287.34,287.34,175
2024-07-19,7,287.34,287.34,265
2024-07-19,8,286.06,286.06,255
2024-07-19,9,239.96,239.96,238
2024-07-19,10,161.58,161.58,215
2024-07-19,11,155.07,155.07,215
2024-07-19,12,150.93,150.93,210
2024-07-19,13,150.08,150.08,185
2024-07-19,14,150.09,150.09,175
2024-07-19,15,150.05,150.04,155
2024-07-19,16,150.09,150.09,135
2024-07-19,17,312.57,312.57,135
2024-07-19,18,313.12,313.12,80
2024-07-19,19,313.12,313.12,80
2024-07-19,20,267.03,267.03,83
2024-07-19,21,99.09,99.09,90
2024-07-19,22,105.04,105.04,75
2024-07-19,23,105.01,105.01,160
2024-07-20,0,105.01,105.01,235
2024-07-20,1,104.42,104.42,280
2024-07-20,2,103.87,103.87,290
2024-07-20,3,105.01,105.01,285
2024-07-20,4,105.01,105.01,255
2024-07-20,5,70.05,70.05,195
2024-07-20,6,70.04,70.04,175
2024-07-20,7,150.04,121,265
2024-07-20,8,150.3,150.3,265
2024-07-20,9,155.06,155.06,215
2024-07-20,10,155,155,205
2024-07-20,11,150.08,150.08,205
2024-07-20,12,150.03,112.39,180
2024-07-20,13,150.04,109.9,155
2024-07-20,14,150.09,107.77,165
2024-07-20,15,155.04,110.26,155
2024-07-20,16,253.13,119.84,135
2024-07-20,17,278,273.03,145
2024-07-20,18,291.11,291.11,85
2024-07-20,19,291.11,291.11,85
2024-07-20,20,150.07,150.07,83
2024-07-20,21,95.09,95.09,79
2024-07-20,22,105.05,105.05,79
2024-07-20,23,105.02,105.02,170
2024-07-21,0,105.01,105.01,281
2024-07-21,1,104.6,104.6,331
2024-07-21,2,102.96,102.96,330
2024-07-21,3,105.01,105.01,315
2024-07-21,4,105.01,104.42,283
2024-07-21,5,70.04,70.04,205
2024-07-21,6,70.05,70.05,175
2024-07-21,7,95.08,95.08,250
2024-07-21,8,106.71,106.71,265
2024-07-21,9,119.13,119.13,235
2024-07-21,10,115.23,115.23,225
2024-07-21,11,150.05,105.29,225
2024-07-21,12,155.02,107.06,200
2024-07-21,13,155,106.35,160.1
2024-07-21,14,155.01,106,150
2024-07-21,15,120.07,108.48,140
2024-07-21,16,155.05,118.06,110
2024-07-21,17,292,102.41,160
2024-07-21,18,242.58,242.58,105
2024-07-21,19,235.48,235.48,85
2024-07-21,20,118.98,118.98,86
2024-07-21,21,95.08,95.08,84
2024-07-21,22,105.06,105.06,84
2024-07-21,23,105.03,105.03,195
2024-07-22,0,105,105,204
2024-07-22,1,104.78,104.78,231
2024-07-22,2,104.24,104.24,230
2024-07-22,3,105.03,105.03,229
2024-07-22,4,105.09,105.09,233
2024-07-22,5,231.81,231.81,225
2024-07-22,6,304.05,304.05,181.2
2024-07-22,7,307.77,307.77,265
2024-07-22,8,289.83,289.83,269
2024-07-22,9,155.09,155.09,240
2024-07-22,10,150.05,150.05,230
2024-07-22,11,155.03,153.04,220
2024-07-22,12,155.01,150.03,170
2024-07-22,13,155.01,150.02,180
2024-07-22,14,155.04,150.05,201
2024-07-22,15,155.02,150.01,135
2024-07-22,16,155.05,155.03,116
2024-07-22,17,313.68,313.68,95
2024-07-22,18,314.23,314.23,65
2024-07-22,19,314.23,314.23,65
2024-07-22,20,260.69,260.69,35
2024-07-22,21,126,126,81
2024-07-22,22,105.06,105.06,92
2024-07-22,23,105.02,105.02,202
2024-07-23,0,105.07,105.07,185
2024-07-23,1,105.07,105.07,115
2024-07-23,2,105.06,105.06,121
2024-07-23,3,105.08,105.08,131
2024-07-23,4,134.11,134.11,146
2024-07-23,5,215.33,215.33,151
2024-07-23,6,299.8,299.8,159
2024-07-23,7,310.08,310.08,185
2024-07-23,8,310.08,310.08,203
2024-07-23,9,280.75,280.75,208
2024-07-23,10,231.81,231.81,162
2024-07-23,11,231.48,231.48,155
2024-07-23,12,230.36,230.36,150
2024-07-23,13,231.08,231.08,149
2024-07-23,14,230.14,230.14,137
2024-07-23,15,258.87,258.87,122
2024-07-23,16,259.41,259.41,190
2024-07-23,17,310.83,310.83,140
2024-07-23,18,313.92,313.92,75
2024-07-23,19,313.92,313.92,35
2024-07-23,20,269.04,269.04,38
2024-07-23,21,266.18,266.18,55
2024-07-23,22,255.14,255.14,82
2024-07-23,23,105.07,105.07,97
2024-07-24,0,99.03,99.03,210
2024-07-24,1,99.03,99.03,230
2024-07-24,2,99.03,99.03,258
2024-07-24,3,99.03,99.03,278
2024-07-24,4,99.08,99.08,238
2024-07-24,5,117.06,117.06,105
2024-07-24,6,298.14,298.14,165
2024-07-24,7,298.14,298.14,220
2024-07-24,8,296.67,296.67,190
2024-07-24,9,140,140,190
2024-07-24,10,208.06,208.06,165
2024-07-24,11,206.97,206.97,150
2024-07-24,12,206.42,206.42,140
2024-07-24,13,206.69,206.69,110
2024-07-24,14,210.52,210.52,120
2024-07-24,15,211.34,211.34,100
2024-07-24,16,258.97,258.97,85
2024-07-24,17,310.79,310.79,121
2024-07-24,18,314.15,314.15,95
2024-07-24,19,314.15,314.15,80
2024-07-24,20,278.3,278.3,83
2024-07-24,21,267.38,267.38,80
2024-07-24,22,99.49,99.49,59.7
2024-07-24,23,99.02,99.02,145
2024-07-25,0,91.15,91.15,245
2024-07-25,1,91.15,91.15,280
2024-07-25,2,91.21,91.21,305
2024-07-25,3,91.21,91.21,300
2024-07-25,4,91.53,91.53,280
2024-07-25,5,213.42,213.42,105
2024-07-25,6,295.57,295.57,165
2024-07-25,7,299.68,299.68,240
2024-07-25,8,299.68,299.68,205
2024-07-25,9,281.6,281.6,225
2024-07-25,10,209.34,209.34,225
2024-07-25,11,176.4,176.4,210
2024-07-25,12,174.4,174.4,200
2024-07-25,13,164.99,164.99,165
2024-07-25,14,174.4,174.4,170
2024-07-25,15,210.5,210.5,175
2024-07-25,16,230.9,230.9,125
2024-07-25,17,310.92,310.92,126
2024-07-25,18,313.65,313.65,70
2024-07-25,19,313.65,313.65,40
2024-07-25,20,271.55,271.55,43
2024-07-25,21,222.74,222.74,75
2024-07-25,22,91.23,91.23,60
2024-07-25,23,91.23,91.23,135
2024-07-26,0,105.02,105.02,250
2024-07-26,1,105.02,105.02,255
2024-07-26,2,105.03,105.03,270
2024-07-26,3,105.05,105.05,270
2024-07-26,4,105.05,105.05,235
2024-07-26,5,105.08,105.08,115
2024-07-26,6,291.06,291.06,165
2024-07-26,7,294.75,294.75,190
2024-07-26,8,294.59,294.59,200
2024-07-26,9,280.2,280.2,180
2024-07-26,10,157.24,157.24,180
2024-07-26,11,154.1,154.1,170
2024-07-26,12,154.1,154.1,160
2024-07-26,13,154.89,154.89,130
2024-07-26,14,156.85,156.85,160
2024-07-26,15,160.28,160.28,120
2024-07-26,16,265.06,265.06,83
2024-07-26,17,310.52,310.52,96
2024-07-26,18,313.52,313.52,70
2024-07-26,19,313.9,313.9,62
2024-07-26,20,243.53,243.53,60
2024-07-26,21,217.75,217.75,67
2024-07-26,22,105.08,105.08,55
2024-07-26,23,105.05,105.05,115
2024-07-27,0,103.67,103.67,160
2024-07-27,1,102.33,102.33,175
2024-07-27,2,101.08,101.08,185
2024-07-27,3,101.08,101.08,190
2024-07-27,4,103.97,103.97,150
2024-07-27,5,101.08,101.08,25
2024-07-27,6,105.06,104.12,85
2024-07-27,7,95.08,95.08,96
2024-07-27,8,95.08,95.08,90
2024-07-27,9,99.93,99.93,80
2024-07-27,10,95.08,95.08,80
2024-07-27,11,95.06,95.06,85
2024-07-27,12,105.04,105.04,87
2024-07-27,13,105.04,103.04,80
2024-07-27,14,105.04,100.83,65
2024-07-27,15,105.05,104.03,60
2024-07-27,16,105.06,105.02,15
2024-07-27,17,105.1,105.07,25
2024-07-27,18,310.06,310.06,20
2024-07-27,19,303.88,303.88,30
2024-07-27,20,108.21,108.21,20
2024-07-27,21,105.04,105.04,74.3
2024-07-27,22,105.03,105.03,87
2024-07-27,23,103.67,103.67,97
2024-07-28,0,101.81,101.81,160
2024-07-28,1,98.62,98.62,175
2024-07-28,2,95.92,95.92,185
2024-07-28,3,97.14,97.14,190
2024-07-28,4,98.87,98.87,140
2024-07-28,5,105.05,99.91,45
2024-07-28,6,105.08,99.36,85
2024-07-28,7,95.02,95.02,106
2024-07-28,8,95.04,95.04,110
2024-07-28,9,95.07,95.07,120
2024-07-28,10,95.05,95.05,110
2024-07-28,11,95.02,95.02,115
2024-07-28,12,105.08,103.54,103
2024-07-28,13,105.07,103.29,104
2024-07-28,14,105.08,103.29,107.3
2024-07-28,15,105.03,104.71,94
2024-07-28,16,105.06,105.02,73
2024-07-28,17,129.94,129.93,110
2024-07-28,18,178.3,178.3,40.5
2024-07-28,19,172.52,172.52,40.2
2024-07-28,20,112.63,112.63,25
2024-07-28,21,105.06,105.06,42
2024-07-28,22,105.02,105.02,78
2024-07-28,23,102.78,102.78,104
2024-07-29,0,97.14,97.14,220
2024-07-29,1,95.09,95.09,245
2024-07-29,2,95.09,95.09,250
2024-07-29,3,97.39,97.39,245
2024-07-29,4,105.04,105.04,235
2024-07-29,5,115,115,221
2024-07-29,6,297.81,297.81,208
2024-07-29,7,287.27,287.27,230
2024-07-29,8,239.94,239.94,260
2024-07-29,9,120.06,120.06,260
2024-07-29,10,120.04,120.04,360
2024-07-29,11,120.05,120.05,359
2024-07-29,12,120.04,120.04,358
2024-07-29,13,120.04,120.04,367
2024-07-29,14,120.05,120.05,346
2024-07-29,15,120.07,120.07,336
2024-07-29,16,120.1,120.1,176
2024-07-29,17,310.49,310.49,145
2024-07-29,18,314.16,314.16,105.6
2024-07-29,19,314.24,314.24,65
2024-07-29,20,270.76,270.76,104
2024-07-29,21,102.38,102.38,114
2024-07-29,22,105.01,105.01,114
2024-07-29,23,105.01,105.01,165
2024-07-30,0,95.07,95.07,180
2024-07-30,1,95.06,95.06,210
2024-07-30,2,95.06,95.06,225
2024-07-30,3,95.07,95.07,205
2024-07-30,4,95.76,95.76,195
2024-07-30,5,99.99,99.99,148
2024-07-30,6,306.76,306.76,123
2024-07-30,7,310.21,310.21,155
2024-07-30,8,310.33,310.33,175
2024-07-30,9,100.05,100.05,200
2024-07-30,10,100.02,100.02,200
2024-07-30,11,100.01,100.01,200
2024-07-30,12,100.01,100.01,200
2024-07-30,13,100.01,100.01,200
2024-07-30,14,100.01,100.01,200
2024-07-30,15,100.02,100.02,180
2024-07-30,16,100.06,100.06,130
2024-07-30,17,311.31,311.31,142
2024-07-30,18,314.16,314.16,80
2024-07-30,19,314.16,314.16,80
2024-07-30,20,255.27,255.27,65
2024-07-30,21,95.06,95.06,106
2024-07-30,22,105.02,105.02,128
2024-07-30,23,95.08,95.08,170
2024-07-31,0,105.01,105.01,131
2024-07-31,1,105,105,150
2024-07-31,2,105,105,170
2024-07-31,3,105.01,105.01,210
2024-07-31,4,105.03,105.03,150
2024-07-31,5,112.74,112.74,95
2024-07-31,6,240.31,240.31,100
2024-07-31,7,249.95,249.95,80
2024-07-31,8,249.95,249.95,80
2024-07-31,9,297.54,297.54,99.5
2024-07-31,10,103.88,103.88,108
2024-07-31,11,95.07,95.07,91
2024-07-31,12,95.04,95.04,78
2024-07-31,13,95.02,95.02,73
2024-07-31,14,95.04,95.04,58
2024-07-31,15,95.08,95.08,58
2024-07-31,16,263.07,263.07,61
2024-07-31,17,313.81,313.81,65
