date,year,month,day,hour,wind_capFactor,solar_capFactor
2019-02-15T11:00:00.000+02:00,2019,2,15,11,0.02227777777777778,0.136148
2019-02-15T12:00:00.000+02:00,2019,2,15,12,0.028,0.170104
2019-02-15T13:00:00.000+02:00,2019,2,15,13,0.0074444444444444445,0.189596
2019-02-15T14:00:00.000+02:00,2019,2,15,14,0.010555555555555556,0.264076
2019-02-15T15:00:00.000+02:00,2019,2,15,15,0.031,0.43276
2019-02-15T16:00:00.000+02:00,2019,2,15,16,0.016666666666666666,0.8656
2019-02-15T17:00:00.000+02:00,2019,2,15,17,0.04700000000000001,0.56832
2019-02-15T18:00:00.000+02:00,2019,2,15,18,0.06133333333333333,0.13037200000000002
2019-02-15T19:00:00.000+02:00,2019,2,15,19,0.08494444444444443,0
2019-02-15T20:00:00.000+02:00,2019,2,15,20,0.09433333333333334,0
2019-02-15T21:00:00.000+02:00,2019,2,15,21,0.09427777777777777,0
2019-02-15T22:00:00.000+02:00,2019,2,15,22,0.07288888888888888,0
2019-02-15T23:00:00.000+02:00,2019,2,15,23,0.07288888888888888,0
2019-02-16T00:00:00.000+02:00,2019,2,16,0,0.07627777777777778,0
2019-02-16T01:00:00.000+02:00,2019,2,16,1,0.08983333333333335,0
2019-02-16T02:00:00.000+02:00,2019,2,16,2,0.1035,0
2019-02-16T03:00:00.000+02:00,2019,2,16,3,0.1248888888888889,0
2019-02-16T04:00:00.000+02:00,2019,2,16,4,0.13622222222222222,0
2019-02-16T05:00:00.000+02:00,2019,2,16,5,0.042333333333333334,0
2019-02-16T06:00:00.000+02:00,2019,2,16,6,0.05294444444444444,0.00226536
2019-02-16T07:00:00.000+02:00,2019,2,16,7,0.05683333333333333,0.0387592
2019-02-16T08:00:00.000+02:00,2019,2,16,8,0.06072222222222222,0.10185200000000001
2019-02-16T09:00:00.000+02:00,2019,2,16,9,0.06466666666666666,0.256492
2019-02-16T10:00:00.000+02:00,2019,2,16,10,0.06438888888888888,0.41944
2019-02-16T11:00:00.000+02:00,2019,2,16,11,0.03772222222222222,0.52516
2019-02-16T12:00:00.000+02:00,2019,2,16,12,0.025611111111111112,0.55116
2019-02-16T13:00:00.000+02:00,2019,2,16,13,0.018333333333333333,0.81628
2019-02-16T14:00:00.000+02:00,2019,2,16,14,0.013555555555555555,0.88776
2019-02-16T15:00:00.000+02:00,2019,2,16,15,0.02327777777777778,0.247124
2019-02-16T16:00:00.000+02:00,2019,2,16,16,0.025777777777777774,0.15958
2019-02-16T17:00:00.000+02:00,2019,2,16,17,0.0355,0.14774
2019-02-16T18:00:00.000+02:00,2019,2,16,18,0.03077777777777778,0.075256
2019-02-16T19:00:00.000+02:00,2019,2,16,19,0.03577777777777778,0
2019-02-16T20:00:00.000+02:00,2019,2,16,20,0.08344444444444445,0
2019-02-16T21:00:00.000+02:00,2019,2,16,21,0.14016666666666666,0
2019-02-16T22:00:00.000+02:00,2019,2,16,22,0.15155555555555555,0
2019-02-16T23:00:00.000+02:00,2019,2,16,23,0.15144444444444446,0
2019-02-17T00:00:00.000+02:00,2019,2,17,0,0.15144444444444446,0
2019-02-17T01:00:00.000+02:00,2019,2,17,1,0.15716666666666665,0
2019-02-17T02:00:00.000+02:00,2019,2,17,2,0.15183333333333332,0
2019-02-17T03:00:00.000+02:00,2019,2,17,3,0.14650000000000002,0
2019-02-17T04:00:00.000+02:00,2019,2,17,4,0.14122222222222222,0
2019-02-17T05:00:00.000+02:00,2019,2,17,5,0.053111111111111116,0
2019-02-17T06:00:00.000+02:00,2019,2,17,6,0.07827777777777778,0.011878399999999999
2019-02-17T07:00:00.000+02:00,2019,2,17,7,0.106,0.0817
2019-02-17T08:00:00.000+02:00,2019,2,17,8,0.11033333333333332,0.36554800000000004
2019-02-17T09:00:00.000+02:00,2019,2,17,9,0.09855555555555555,0.96064
2019-02-17T10:00:00.000+02:00,2019,2,17,10,0.06766666666666667,0.58052
2019-02-17T11:00:00.000+02:00,2019,2,17,11,0.05266666666666667,0.51268
2019-02-17T12:00:00.000+02:00,2019,2,17,12,0.024777777777777777,0.96932
2019-02-17T13:00:00.000+02:00,2019,2,17,13,0.008277777777777778,0.9358
2019-02-17T14:00:00.000+02:00,2019,2,17,14,0.015000000000000001,1
2019-02-17T15:00:00.000+02:00,2019,2,17,15,0.017722222222222223,0.68192
2019-02-17T16:00:00.000+02:00,2019,2,17,16,0.058833333333333335,0.328752
2019-02-17T17:00:00.000+02:00,2019,2,17,17,0.00011111111111111112,0.39211599999999996
2019-02-17T18:00:00.000+02:00,2019,2,17,18,0.036500000000000005,0.044812
2019-02-17T19:00:00.000+02:00,2019,2,17,19,0.04027777777777778,0
2019-02-17T20:00:00.000+02:00,2019,2,17,20,0.05466666666666667,0
2019-02-17T21:00:00.000+02:00,2019,2,17,21,0.07566666666666666,0
2019-02-17T22:00:00.000+02:00,2019,2,17,22,0.04061111111111111,0
2019-02-17T23:00:00.000+02:00,2019,2,17,23,0.05316666666666667,0
2019-02-18T00:00:00.000+02:00,2019,2,18,0,0.06344444444444444,0
2019-02-18T01:00:00.000+02:00,2019,2,18,1,0.04061111111111111,0
2019-02-18T02:00:00.000+02:00,2019,2,18,2,0.02511111111111111,0
2019-02-18T03:00:00.000+02:00,2019,2,18,3,0.005666666666666667,0
2019-02-18T04:00:00.000+02:00,2019,2,18,4,0.001388888888888889,0
2019-02-18T05:00:00.000+02:00,2019,2,18,5,0,0
2019-02-18T06:00:00.000+02:00,2019,2,18,6,0.0012222222222222222,0.0217952
2019-02-18T07:00:00.000+02:00,2019,2,18,7,0.005277777777777778,0.17754
2019-02-18T08:00:00.000+02:00,2019,2,18,8,0.05983333333333333,0.45776
2019-02-18T09:00:00.000+02:00,2019,2,18,9,0.05511111111111111,0.84816
2019-02-18T10:00:00.000+02:00,2019,2,18,10,0.036333333333333336,0.7176
2019-02-18T11:00:00.000+02:00,2019,2,18,11,0.03877777777777778,0.7536
2019-02-18T12:00:00.000+02:00,2019,2,18,12,0.030888888888888886,1
2019-02-18T13:00:00.000+02:00,2019,2,18,13,0.2546666666666667,0.88192
2019-02-18T14:00:00.000+02:00,2019,2,18,14,0.24705555555555556,1
2019-02-18T15:00:00.000+02:00,2019,2,18,15,0.31283333333333335,1
2019-02-18T16:00:00.000+02:00,2019,2,18,16,0.3584444444444444,1
2019-02-18T17:00:00.000+02:00,2019,2,18,17,0.283,0.84004
2019-02-18T18:00:00.000+02:00,2019,2,18,18,0.18966666666666668,0.16892400000000002
2019-02-18T19:00:00.000+02:00,2019,2,18,19,0.13927777777777778,0
2019-02-18T20:00:00.000+02:00,2019,2,18,20,0.08861111111111111,0
2019-02-18T21:00:00.000+02:00,2019,2,18,21,0.15483333333333335,0
2019-02-18T22:00:00.000+02:00,2019,2,18,22,0.21455555555555555,0
2019-02-18T23:00:00.000+02:00,2019,2,18,23,0.3045,0
2019-02-19T00:00:00.000+02:00,2019,2,19,0,0.34688888888888886,0
2019-02-19T01:00:00.000+02:00,2019,2,19,1,0.4811666666666667,0
2019-02-19T02:00:00.000+02:00,2019,2,19,2,0.6730555555555556,0
2019-02-19T03:00:00.000+02:00,2019,2,19,3,0.815,0
2019-02-19T04:00:00.000+02:00,2019,2,19,4,0.8667222222222222,0
2019-02-19T05:00:00.000+02:00,2019,2,19,5,0.9784999999999999,0
2019-02-19T06:00:00.000+02:00,2019,2,19,6,0.9583333333333334,0.081736
2019-02-19T07:00:00.000+02:00,2019,2,19,7,0.8288333333333333,0.80356
2019-02-19T08:00:00.000+02:00,2019,2,19,8,0.5257777777777778,1
2019-02-19T09:00:00.000+02:00,2019,2,19,9,0.18777777777777777,1
2019-02-19T10:00:00.000+02:00,2019,2,19,10,0.03961111111111111,1
2019-02-19T11:00:00.000+02:00,2019,2,19,11,0.0024444444444444444,1
2019-02-19T12:00:00.000+02:00,2019,2,19,12,0,1
2019-02-19T13:00:00.000+02:00,2019,2,19,13,0.0025,1
2019-02-19T14:00:00.000+02:00,2019,2,19,14,0.27994444444444444,1
2019-02-19T15:00:00.000+02:00,2019,2,19,15,0.21144444444444446,1
2019-02-19T16:00:00.000+02:00,2019,2,19,16,0.30266666666666664,1
2019-02-19T17:00:00.000+02:00,2019,2,19,17,0.36233333333333334,0.94448
2019-02-19T18:00:00.000+02:00,2019,2,19,18,0.3802222222222222,0.203008
2019-02-19T19:00:00.000+02:00,2019,2,19,19,0.39966666666666667,0
2019-02-19T20:00:00.000+02:00,2019,2,19,20,0.2995,0
2019-02-19T21:00:00.000+02:00,2019,2,19,21,0.2573888888888889,0
2019-02-19T22:00:00.000+02:00,2019,2,19,22,0.2573888888888889,0
2019-02-19T23:00:00.000+02:00,2019,2,19,23,0.3446111111111111,0
