date,year,month,meanDailyCapFactor,monthlySpecificYield
886284000000,1998,2,0.38890554702380953,261.3445276
888703200000,1998,3,0.3806096722580645,283.17359616
891381600000,1998,4,0.38941447283333336,280.37842044000007
893973600000,1998,5,0.3866184758064517,287.644146
896652000000,1998,6,0.3586202777777778,258.2066
899244000000,1998,7,0.3635376588548387,270.472018188
901922400000,1998,8,0.38052454925806456,283.11026464800005
904600800000,1998,9,0.38147473744444443,274.66181095999997
907192800000,1998,10,0.37274198397849456,277.3200360800001
909871200000,1998,11,0.3189229937555555,229.624555504
912463200000,1998,12,0.2903628537634408,216.02996320000003
915141600000,1999,1,0.33947584247311835,252.57002680000002
917820000000,1999,2,0.36818988809523806,247.42360479999996
920239200000,1999,3,0.3649890108279569,271.551824056
922917600000,1999,4,0.3980047932222223,286.56345112
925509600000,1999,5,0.35636034720430115,265.13209831999995
928188000000,1999,6,0.339236088888889,244.24998399999998
930780000000,1999,7,0.32301035867204303,240.319706852
933458400000,1999,8,0.37528250405913977,279.21018302000004
936136800000,1999,9,0.3784130446000001,272.4573921119999
938728800000,1999,10,0.33619270752688174,250.12737439999998
941407200000,1999,11,0.35459654983333344,255.3095158799999
943999200000,1999,12,0.35376229537634407,263.19914776
946677600000,2000,1,0.318775505376344,237.168976
949356000000,2000,2,0.31193360620689653,217.10578992
951861600000,2000,3,0.31235984795698923,232.39572687999998
954540000000,2000,4,0.3843820748555556,276.75509389599995
957132000000,2000,5,0.32730116854838703,243.5120694
959810400000,2000,6,0.29333911500000004,211.20416279999995
962402400000,2000,7,0.33525370537634414,249.4287568
965080800000,2000,8,0.37450082000537627,278.62861008400006
967759200000,2000,9,0.3514981842722222,253.07869267600006
970351200000,2000,10,0.39023932341397843,290.33805662000003
973029600000,2000,11,0.3853662244444445,277.46368160000003
975621600000,2000,12,0.322202768655914,239.71885987999997
978300000000,2001,1,0.39268180161290317,292.1552604
980978400000,2001,2,0.25198467113095235,169.33369899999997
983397600000,2001,3,0.331910533548387,246.94143696000003
986076000000,2001,4,0.3523326112833333,253.679480124
988668000000,2001,5,0.343627083548387,255.65855016
991346400000,2001,6,0.31963959333333336,230.14050719999997
993938400000,2001,7,0.351407011,261.44681618400006
996616800000,2001,8,0.34795863054838716,258.88122112800005
999295200000,2001,9,0.3355410958722222,241.58958902800003
1001887200000,2001,10,0.3527869212903226,262.47346944
1004565600000,2001,11,0.2961026528055556,213.19391001999998
1007157600000,2001,12,0.35608275967741926,264.9255732
1009836000000,2002,1,0.35659701774193536,265.3081812
1012514400000,2002,2,0.35871410523809527,241.05587872
1014933600000,2002,3,0.34210952016129026,254.529483
1017612000000,2002,4,0.32942130762777777,237.18334149199998
1020204000000,2002,5,0.36288444102150547,269.98602411999997
1022882400000,2002,6,0.31592403333333335,227.46530399999997
1025474400000,2002,7,0.3327625725806452,247.57535399999995
1028152800000,2002,8,0.340217625655914,253.12191348800005
1030831200000,2002,9,0.35144103700000007,253.03754664
1033423200000,2002,10,0.35425397500000005,263.56495739999997
1036101600000,2002,11,0.34117682322222215,245.64731271999995
1038693600000,2002,12,0.34173746182795706,254.25267159999996
1041372000000,2003,1,0.35610759247311824,264.94404879999996
1044050400000,2003,2,0.31010604821428567,208.3912644
1046469600000,2003,3,0.36342680376344083,270.389542
1049148000000,2003,4,0.36652528509999993,263.8982052720001
1051740000000,2003,5,0.3706203827956989,275.7415648
1054418400000,2003,6,0.30660209777777775,220.75351039999998
1057010400000,2003,7,0.36762230629569903,273.510995884
1059688800000,2003,8,0.38434321717204295,285.951353576
1062367200000,2003,9,0.40047930094999984,288.34509668400005
1064959200000,2003,10,0.37075485279569886,275.84161048
1067637600000,2003,11,0.33546885288888895,241.53757407999993
1070229600000,2003,12,0.34537855161290326,256.96164239999996
1072908000000,2004,1,0.30042863064516123,223.51890119999996
1075586400000,2004,2,0.32944845718390803,229.29612620000003
1078092000000,2004,3,0.279443211655914,207.905749472
1080770400000,2004,4,0.36688314673333333,264.15586564800014
1083362400000,2004,5,0.3666938711290321,272.82024011999994
1086040800000,2004,6,0.3122264688888889,224.8030576
1088632800000,2004,7,0.3596941303225806,267.61243296
1091311200000,2004,8,0.3709818243602151,276.010477324
1093989600000,2004,9,0.38467069447777774,276.962900024
1096581600000,2004,10,0.39292822548387096,292.3385997600001
1099260000000,2004,11,0.3862360936666667,278.0899874400001
1101852000000,2004,12,0.3503996295161291,260.69732436000004
1104530400000,2005,1,0.3604927510752689,268.2066068
1107208800000,2005,2,0.3848037039285715,258.58808903999994
1109628000000,2005,3,0.290693275483871,216.27579695999998
1112306400000,2005,4,0.3508166935555555,252.58801936
1114898400000,2005,5,0.347852594623656,258.80233039999996
1117576800000,2005,6,0.33583972777777776,241.80460400000004
1120168800000,2005,7,0.3595607903225807,267.5132279999999
1122847200000,2005,8,0.3542219870430106,263.54115836000005
1125525600000,2005,9,0.39925754277777764,287.4654308000001
1128117600000,2005,10,0.4205439789784945,312.88472036
1130796000000,2005,11,0.3167044162777778,228.02717971999996
1133388000000,2005,12,0.317053734032258,235.88797812000004
1136066400000,2006,1,0.32599191016129025,242.53798116000002
1138744800000,2006,2,0.31652236000000006,212.70302591999996
1141164000000,2006,3,0.3176715434408603,236.34762831999998
1143842400000,2006,4,0.3827080978888889,275.54983047999997
1146434400000,2006,5,0.3570060712795699,265.612517032
1149112800000,2006,6,0.33996828888888897,244.77716800000002
1151704800000,2006,7,0.3561830913978495,265.00022
1154383200000,2006,8,0.37065948903225815,275.77065983999995
1157061600000,2006,9,0.38770568572222225,279.14809371999996
1159653600000,2006,10,0.3479178576881721,258.85088612
1162332000000,2006,11,0.31462852799999996,226.53254015999997
1164924000000,2006,12,0.30740134821505377,228.70660307199998
1167602400000,2007,1,0.3370970153763441,250.80017943999994
1170280800000,2007,2,0.35029338857142855,235.39715712
1172700000000,2007,3,0.36083148155913985,268.45862228000004
1175378400000,2007,4,0.3793831063888888,273.15583660000004
1177970400000,2007,5,0.3620337031021505,269.353075108
1180648800000,2007,6,0.3400177611111112,244.81278799999995
1183240800000,2007,7,0.3553959784946237,264.414608
1185919200000,2007,8,0.38521527221505386,286.600162528
1188597600000,2007,9,0.3697404216666667,266.21310359999995
1191189600000,2007,10,0.33291076172043016,247.68560671999998
1193868000000,2007,11,0.36743315019444445,264.55186813999995
1196460000000,2007,12,0.27760999247311824,206.54183439999997
1199138400000,2008,1,0.2562711804301075,190.66575824
1201816800000,2008,2,0.3478601189655172,242.11064280000005
1204322400000,2008,3,0.37781270322580657,281.0926511999999
1207000800000,2008,4,0.37987155828333335,273.507521964
1209592800000,2008,5,0.3517423939784946,261.69634112
1212271200000,2008,6,0.33608673055555555,241.98244600000004
1214863200000,2008,7,0.3419737903225805,254.42850000000004
1217541600000,2008,8,0.37908837924731187,282.04175416
1220220000000,2008,9,0.389875484,280.71034848
1222812000000,2008,10,0.38915814274193555,289.53365819999993
1225490400000,2008,11,0.291100791,209.59256951999998
1228082400000,2008,12,0.3247176230107527,241.58991152
1230760800000,2009,1,0.34689244836021504,258.08798157999996
1233439200000,2009,2,0.3713286436309523,249.53284851999993
1235858400000,2009,3,0.3399124228494623,252.89484260000003
1238536800000,2009,4,0.384934025,277.152498
1241128800000,2009,5,0.3602802866129032,268.0485332399999
1243807200000,2009,6,0.3353941666666667,241.4838
1246399200000,2009,7,0.3465079569892473,257.80192
1249077600000,2009,8,0.38917397280107524,289.54543576400005
1251756000000,2009,9,0.35573399388888893,256.1284756
1254348000000,2009,10,0.34810831050537633,258.992583016
1257026400000,2009,11,0.3311642999888889,238.438295992
1259618400000,2009,12,0.36928546451612904,274.74838559999995
1262296800000,2010,1,0.3356012483870969,249.68732879999996
1264975200000,2010,2,0.30771319226190474,206.7832652
1267394400000,2010,3,0.32958258908602145,245.20944627999998
1270072800000,2010,4,0.31671967416666663,228.0381654
1272664800000,2010,5,0.3307879152688173,246.10620895999998
1275343200000,2010,6,0.33374669888888886,240.2976232
1277935200000,2010,7,0.2816768387096774,209.56756799999997
1280613600000,2010,8,0.38844837080645156,289.00558788
1283292000000,2010,9,0.3844688255555555,276.81755440000006
1285884000000,2010,10,0.3660965659677419,272.37584508000003
1288562400000,2010,11,0.3563195098333332,256.55004708000007
1291154400000,2010,12,0.34547507908602154,257.03345884
1293832800000,2011,1,0.29467210105913977,219.236043188
1296511200000,2011,2,0.3821721963690477,256.81971596000005
1298930400000,2011,3,0.3364803423655915,250.34137472000003
1301608800000,2011,4,0.34748944349999994,250.19239932
1304200800000,2011,5,0.3571852060215054,265.74579328
1306879200000,2011,6,0.3391696388888889,244.20214000000007
1309471200000,2011,7,0.34066263440860206,253.45300000000003
1312149600000,2011,8,0.38342963430107524,285.27164792
1314828000000,2011,9,0.38603632055555553,277.9461508
1317420000000,2011,10,0.38269850145161277,284.7276850799999
1320098400000,2011,11,0.3323495872944445,239.291702852
1322690400000,2011,12,0.32579915844086016,242.39457388000005
1325368800000,2012,1,0.34077946612903215,253.5399228
1328047200000,2012,2,0.3295256866666666,229.34987791999998
1330552800000,2012,3,0.3485355029569893,259.3104142
1333231200000,2012,4,0.3947634907222223,284.2297133199999
1335823200000,2012,5,0.36096434821505374,268.55747507200005
1338501600000,2012,6,0.3352798333333333,241.40148000000002
1341093600000,2012,7,0.3512769462365592,261.350048
1343772000000,2012,8,0.3698586943548387,275.1748686
1346450400000,2012,9,0.37609808277777773,270.7906196
1349042400000,2012,10,0.3546557987634408,263.8639142800001
1351720800000,2012,11,0.338565647238889,243.76726601200005
1354312800000,2012,12,0.32092404408602143,238.76748880000002
1356991200000,2013,1,0.34479731688172044,256.52920376000003
1359669600000,2013,2,0.3331438499404763,223.87266716
1362088800000,2013,3,0.3988340492903227,296.732532672
1364767200000,2013,4,0.39298825638888885,282.9515446
1367359200000,2013,5,0.35992995717741944,267.78788814000006
1370037600000,2013,6,0.3511765666666666,252.84712800000003
1372629600000,2013,7,0.3532768279569893,262.83796
1375308000000,2013,8,0.3604790468279569,268.19641083999994
1377986400000,2013,9,0.3688016937666667,265.537219512
1380578400000,2013,10,0.38315128349462374,285.06455492000003
1383256800000,2013,11,0.34904487216666674,251.31230796
1385848800000,2013,12,0.31011503677419355,230.72558736000002
1388527200000,2014,1,0.3548368145161291,263.99859
1391205600000,2014,2,0.32543532892857135,218.69254104000004
1393624800000,2014,3,0.3366393762043011,250.45969589600003
1396303200000,2014,4,0.3190437779444445,229.71152011999996
1398895200000,2014,5,0.3573263433333333,265.85079943999995
1401573600000,2014,6,0.3271142833333333,235.52228399999998
1404165600000,2014,7,0.3510266774193549,261.163848
1406844000000,2014,8,0.37662545317204293,280.20933716
1409522400000,2014,9,0.37980192016666675,273.45738251999995
1412114400000,2014,10,0.39157338446236556,291.33059804
1414792800000,2014,11,0.3221020976833334,231.91351033199996
1417384800000,2014,12,0.3104093737634409,230.94457408000005
1420063200000,2015,1,0.3700567610752688,275.32223024
1422741600000,2015,2,0.3825921050595237,257.10189460000004
1425160800000,2015,3,0.36249670453763444,269.69754817600005
1427839200000,2015,4,0.3295675171666667,237.28861235999995
1430431200000,2015,5,0.3674319424731183,273.36936519999995
1433109600000,2015,6,0.3368189722222221,242.50966000000005
1435701600000,2015,7,0.3480324623655913,258.93615200000005
1438380000000,2015,8,0.3879161794623657,288.60963752
1441058400000,2015,9,0.37678083538888885,271.28220148
1443650400000,2015,10,0.38946494317204305,289.76191772000004
1446328800000,2015,11,0.3659725057777778,263.50020416
1448920800000,2015,12,0.35764134784946233,266.0851628
1451599200000,2016,1,0.3522742489784946,262.09204123999996
1454277600000,2016,2,0.3269031381609195,227.52458416
1456783200000,2016,3,0.2966667669946238,220.72007464399996
1459461600000,2016,4,0.3683428365944445,265.20684234799995
1462053600000,2016,5,0.36475842026881716,271.38026468
1464732000000,2016,6,0.33863656666666664,243.818328
1467324000000,2016,7,0.34622554838709685,257.59180800000007
1470002400000,2016,8,0.3811195030107527,283.55291024
1472680800000,2016,9,0.3882647322222222,279.5506072
1475272800000,2016,10,0.3916438707096774,291.38303980800004
1477951200000,2016,11,0.3308980599444445,238.24660316
1480543200000,2016,12,0.35626869107526876,265.06390616000004
1483221600000,2017,1,0.28041119618279575,208.62592996
1485900000000,2017,2,0.3212795036309524,215.89982643999997
1488319200000,2017,3,0.3418233646774193,254.31658331999998
1490997600000,2017,4,0.34171954550000005,246.03807276
1493589600000,2017,5,0.3510842081290322,261.206650848
1496268000000,2017,6,0.32089854999999995,231.04695599999997
1498860000000,2017,7,0.34758963978494617,258.606692
1501538400000,2017,8,0.367369013172043,273.32254580000006
1504216800000,2017,9,0.38830566499999997,279.5800788
1506808800000,2017,10,0.33241119978494627,247.31393264
1509487200000,2017,11,0.371059033888889,267.1625044
1512079200000,2017,12,0.3586038311290322,266.80125036
1514757600000,2018,1,0.3774391940860215,280.8147604
1517436000000,2018,2,0.26341255501785726,177.013236972
1519855200000,2018,3,0.30130686924731187,224.17231071999998
1522533600000,2018,4,0.3568957213888889,256.9649194
1525125600000,2018,5,0.34015333580645174,253.07408184
1527804000000,2018,6,0.3331561888888889,239.872456
1530396000000,2018,7,0.313708014516129,233.3987628
1533074400000,2018,8,0.3695740570430107,274.96309843999995
1535752800000,2018,9,0.3895845404999999,280.5008691600001
1538344800000,2018,10,0.39918498564516125,296.9936293200001
1541023200000,2018,11,0.37227045255555546,268.03472584
1543615200000,2018,12,0.40447271129032264,300.92769719999995
1546293600000,2019,1,0.36878409327956996,274.37536539999996
1548972000000,2019,2,0.34296527916666664,230.47266760000002
1551391200000,2019,3,0.4053971231182795,301.61545960000007
1554069600000,2019,4,0.33015091226111104,237.70865682800002
1556661600000,2019,5,0.35610391838709676,264.94131528
1559340000000,2019,6,0.3418861333333333,246.15801600000006
1561932000000,2019,7,0.3680888602150538,273.858112
1564610400000,2019,8,0.35788872419354845,266.26921079999994
1567288800000,2019,9,0.4008807836111111,288.6341642
1569880800000,2019,10,0.38140663962365584,283.76653988000004
1572559200000,2019,11,0.33496764488888897,241.17670431999997
1575151200000,2019,12,0.379931812903226,282.6692688
1577829600000,2020,1,0.3503716059139787,260.6764748
1580508000000,2020,2,0.3365590959195402,234.24513076
1583013600000,2020,3,0.29992542632795705,223.14451718800007
1585692000000,2020,4,0.3688914077777777,265.6018136
1588284000000,2020,5,0.3605316141397849,268.23552091999994
1590962400000,2020,6,0.33353021111111114,240.14175200000008
1593554400000,2020,7,0.3597931451612903,267.68610000000007
1596232800000,2020,8,0.3531512556451613,262.74453420000003
1598911200000,2020,9,0.3712294195555554,267.28518208
1601503200000,2020,10,0.4019291363978495,299.0352774800001
1604181600000,2020,11,0.31571378977777775,227.31392864
1606773600000,2020,12,0.31593457258064506,235.055322
1609452000000,2021,1,0.30597161505376347,227.64288159999998
1612130400000,2021,2,0.2993580154761904,201.16858639999998
1614549600000,2021,3,0.374779085483871,278.8356396
1617228000000,2021,4,0.3721796127055555,267.96932114800006
1619820000000,2021,5,0.3602571174086023,268.03129535200003
1622498400000,2021,6,0.33718545555555557,242.773528
1625090400000,2021,7,0.3533797451612904,262.9145304
1627768800000,2021,8,0.3817476255913979,284.0202334399999
1630447200000,2021,9,0.38144674066666673,274.64165328
1633039200000,2021,10,0.35198241,261.8749130399999
1635717600000,2021,11,0.36632506777777774,263.7540488
1638309600000,2021,12,0.33048205650537626,245.87865004000003
